queryId,avatar_name,avatar_id,language,city,date,mobile
2941,aejxldmr,136050,finnish,copenhagen,5,1
2942,vfsxuzrc,136051,finnish,copenhagen,7,1
2943,psmiloay,136052,finnish,copenhagen,15,0
2944,adgtnbcf,136053,finnish,copenhagen,17,0
2945,tcqeyujl,136054,finnish,copenhagen,34,1
2946,vifhskxr,136055,finnish,copenhagen,36,1
2947,xphrtyfu,136056,french,copenhagen,2,1
2948,dafiwgjh,136057,french,copenhagen,4,1
2949,ordiwsfh,136058,french,copenhagen,16,1
2950,puytngmb,136059,french,copenhagen,18,1
2951,mbnhkwsz,136060,french,copenhagen,19,0
2952,pfertihc,136061,french,copenhagen,17,1
2953,kewpmdio,136062,french,copenhagen,19,1
2954,lcdevojm,136063,french,copenhagen,38,1
2955,slmekiwt,136064,french,copenhagen,40,1
2956,tlmcavyk,136065,greek,copenhagen,3,1
2957,tbknvzei,136066,greek,copenhagen,5,1
2958,ohxqelmf,136067,greek,copenhagen,33,1
2959,xopnaqlu,136068,greek,copenhagen,35,1
2960,hjueckgv,136069,greek,copenhagen,37,0
2961,fhasubvt,136070,greek,copenhagen,39,0
2962,qnomlekr,136071,hungarian,copenhagen,3,1
2963,xgfzpysm,136072,hungarian,copenhagen,5,0
2964,zymcdgrh,136073,hungarian,copenhagen,15,0
2965,qlnwtxoy,136074,hungarian,copenhagen,18,1
2966,zfptlesi,136075,hungarian,copenhagen,17,1
2967,jpzokrfs,136076,hungarian,copenhagen,19,1
2968,prfgsnau,136077,hungarian,copenhagen,39,0
2969,trkmiczo,136078,hungarian,copenhagen,41,0
2970,vcslmbri,136079,irish,copenhagen,1,0
2971,rnjchqml,136080,irish,copenhagen,2,0
2972,newjuadm,136081,irish,copenhagen,4,0
2973,nrcamjvd,136082,italian,copenhagen,3,1
2974,acjrqmoz,136083,italian,copenhagen,33,0
2975,mfxaubep,136084,italian,copenhagen,35,0
2976,skqanrew,136085,lithuanian,copenhagen,6,0
2977,zutgbfvp,136086,lithuanian,copenhagen,20,0
2978,ldmkxteg,136087,lithuanian,copenhagen,22,0
2979,wylpkixs,136088,luxembourgish,copenhagen,0,1
2980,jleqnsgr,136089,luxembourgish,copenhagen,2,1
2981,uilrdohx,136090,luxembourgish,copenhagen,4,1
2982,cdigebax,136091,luxembourgish,copenhagen,6,1
2983,razijblu,136092,luxembourgish,copenhagen,18,1
2984,zeajgklp,136093,luxembourgish,copenhagen,20,1
2985,yxibqmcw,136094,polish,copenhagen,1,0
2986,xdpyovgr,136095,polish,copenhagen,3,0
2987,iunzwxcd,136096,polish,copenhagen,5,1
2988,yiqfrmto,136097,polish,copenhagen,7,1
2989,xopqsyvr,136098,polish,copenhagen,36,1
2990,rsjtipvf,136099,polish,copenhagen,38,1
