queryId,hotel_id,price,stock
2681,368,78,0
2681,704,111,0
2681,245,141,16
2681,219,183,32
2681,403,271,48
2681,33,150,24
2681,255,183,32
2681,682,147,0
2681,877,84,5
2681,179,114,24
2681,846,195,33
2681,875,109,9
2681,173,113,10
2681,63,148,48
2681,250,258,50
2681,168,266,47
2681,8,117,20
2681,15,250,64
2681,64,84,0
2681,428,103,48
2681,833,150,0
2681,278,114,9
2681,919,78,8
2681,35,83,13
2681,446,110,0
2681,116,110,9
2681,692,239,54
2681,928,83,13
2681,152,162,47
2681,661,109,17
2681,462,83,4
2681,275,129,13
2681,26,170,36
2681,810,106,25
2681,839,177,55
2681,610,77,18
2681,801,190,34
2681,713,198,26
2681,336,122,20
2681,626,114,21
2681,940,178,20
2681,996,109,18
2681,784,111,16
2681,456,162,20
2681,231,153,10
2681,530,103,12
2681,730,169,57
2681,927,184,30
2681,565,284,46
2681,675,104,19
2681,979,160,21
2681,98,145,32
2681,524,200,29
2681,662,183,33
2681,236,82,10
2681,382,150,32
2681,755,82,10
2681,184,268,48
2681,292,215,29
2681,354,94,15
2681,549,109,10
2681,613,190,24
2681,315,261,60
2681,210,102,28
2681,931,195,35
2681,220,78,17
2681,239,301,37
2681,635,112,21
2681,37,183,38
2681,535,150,25
2681,920,107,0
2681,962,147,24
2681,848,168,52
2681,457,151,8
2681,171,73,21
2681,87,178,38
2681,646,109,30
2681,226,110,7
2681,11,164,49
2681,343,83,17
2681,977,117,34
2681,57,154,24
2681,167,82,8
2681,511,156,67
2681,266,81,10
2681,268,106,23
2681,195,148,6
2681,70,183,42
2681,693,260,53
2681,775,81,4
2681,128,220,28
2681,263,106,21
2681,438,111,7
2681,753,146,46
2681,924,151,24
2681,666,84,21
2681,68,164,21
2681,699,127,20
2682,372,95,85
2682,33,131,113
2682,875,100,43
2682,35,78,44
2682,784,100,86
2682,456,136,112
2682,996,100,92
2682,810,102,90
2682,428,103,92
2682,662,160,153
2682,755,77,44
2682,8,103,89
2682,220,71,92
2682,877,79,43
2682,26,162,151
2682,11,164,160
2682,928,80,45
2682,549,100,46
2682,275,106,86
2682,403,249,211
2682,977,107,84
2682,152,162,163
2682,730,169,157
2682,699,103,84
2682,266,78,43
2682,511,156,157
2682,173,104,87
2682,184,236,213
2682,682,135,43
2682,179,112,85
2682,692,239,229
2682,462,79,43
2682,927,162,152
2682,713,168,150
2682,979,141,110
2682,236,75,41
2682,255,168,153
2682,846,164,153
2682,943,177,146
2682,635,99,92
2682,354,94,45
2682,64,81,87
2682,37,168,155
2682,15,250,214
2682,128,168,151
2682,833,144,104
2682,753,146,112
2682,239,247,215
2682,646,102,84
2682,116,101,46
2682,848,168,160
2682,87,163,161
2682,167,76,44
2682,919,73,44
2682,210,97,83
2682,535,137,112
2682,226,101,87
2682,661,100,87
2682,368,69,45
2682,315,250,214
2682,98,145,109
2682,839,169,156
2682,652,99,90
2682,613,160,151
2682,263,106,90
2682,426,100,88
2682,626,105,88
2682,245,135,47
2682,63,141,106
2682,343,78,45
2682,610,74,44
2682,268,102,90
2682,195,139,44
2682,931,173,151
2682,924,132,107
2682,675,100,43
2682,524,169,158
