queryId,avatar_name,avatar_id,language,city,date,mobile
5500,barlwhmsxkonvcd,260595,finnish,sofia,39,1
5501,barlwhmsxkonvcd,260595,finnish,sofia,35,1
5502,barlwhmsxkonvcd,260595,czech,sofia,19,0
5503,khmsvcjtuiwzldr,260596,austrian,sofia,36,0
5504,khmsvcjtuiwzldr,260596,italian,sofia,18,0
5505,khmsvcjtuiwzldr,260596,austrian,sofia,2,1
5506,khmsvcjtuiwzldr,260596,austrian,sofia,1,0
5507,cwgxpuvdhislbmf,260597,latvian,madrid,18,0
5508,cwgxpuvdhislbmf,260597,polish,madrid,5,0
5509,cwgxpuvdhislbmf,260597,polish,madrid,2,0
5510,ncbhqldzkeiftag,260598,slovakian,amsterdam,5,1
5511,ncbhqldzkeiftag,260598,finnish,amsterdam,4,1
5512,uvxgdpmkrcqnjhb,260599,finnish,madrid,38,1
5513,uvxgdpmkrcqnjhb,260599,spanish,madrid,21,0
5514,uvxgdpmkrcqnjhb,260599,spanish,madrid,6,0
5515,yniefagbpdxowuc,260600,lithuanian,valletta,16,1
5516,yniefagbpdxowuc,260600,lithuanian,madrid,6,1
5517,xtvqfgawiblcmju,260601,swedish,rome,19,0
5518,xtvqfgawiblcmju,260601,swedish,paris,2,0
5519,navmxurceswpbih,260602,swedish,rome,19,1
5520,navmxurceswpbih,260602,swedish,rome,1,0
5521,navmxurceswpbih,260602,swedish,paris,0,0
5522,dnfwahjxqsupvyr,260603,greek,vienna,15,0
5523,dnfwahjxqsupvyr,260603,greek,amsterdam,3,0
5524,ardzstypcvwjxgi,260604,bulgarian,amsterdam,6,0
5525,ardzstypcvwjxgi,260604,danish,rome,5,0
