index,price
0,104.10157585878702
1,134.51084186749378
2,72.3267348716764
3,56.29183192530077
4,198.35713319304978
5,105.49725023266879
6,61.07785134559494
7,119.12933656237934
8,120.65683920520738
9,104.3636524178392
10,147.95140701831718
11,69.25647466961408
12,59.20830027893477
13,210.73046354220446
14,106.50584684061602
15,59.567573606871306
16,125.86113421974648
17,125.48273513385271
18,165.28852523869784
19,103.14530109815493
20,165.47292494687656
21,191.28830200075197
22,165.5376055870873
23,117.88922702462864
24,102.82224359428253
25,123.42634338923756
26,89.27265514293853
27,281.45503535484244
28,167.5277882099241
29,103.1743768427886
30,168.77776475089524
31,190.41193254326447
32,170.05977726272818
33,120.10166123635577
34,83.05821234069748
35,124.99683762747611
36,90.04619748888638
37,90.03567767306254
38,327.6941917059239
39,357.5841652582285
40,334.4024061035582
41,150.3845986875183
42,228.1960400649659
43,94.00702179382802
44,198.1147543096715
45,89.30359489265709
46,359.5922153501424
47,185.29816284075056
48,371.5269245061618
49,131.94106270672887
50,72.75814286145828
51,126.55701241053157
52,137.49071332797826
53,147.9983101936166
54,103.73700977061374
55,141.0544153094927
56,126.73193126486171
57,133.99812398207752
58,154.89288683272326
59,139.99240897167715
60,236.2149175554684
61,77.22927714539942
62,67.22037835827025
63,135.87602596456992
64,206.39343203724036
65,72.46558989106893
66,149.15508714531762
67,107.82365286058491
68,140.57828303549078
69,130.55734168526007
70,142.44146257544895
71,154.1328095434624
72,146.97155850538158
73,248.48234414556148
74,76.16355445290135
75,69.07295488278585
76,136.04356585792522
77,219.22803914079418
78,75.77300587380861
79,143.7364703753597
80,186.34321224356722
81,181.8866311571
82,255.75283791353104
83,64.96041800154165
84,131.20075324147464
85,144.20837942279738
86,209.5573602252659
87,200.5301878427785
88,105.30750406801872
89,206.41031530986717
90,74.33543858719631
91,109.97397003750768
92,138.62200137346065
93,135.60543170369476
94,141.35348527690928
95,163.7452965328116
96,143.85285871055078
97,267.48249101978126
98,81.1413544962301
99,65.25094915552597
100,132.161381859569
101,225.52331838736237
102,74.15412635731548
103,151.30074405178266
104,108.30915369654674
105,141.32758309164453
106,138.69813417397197
107,147.01223397142263
108,156.21849852480526
109,145.15742872505322
110,288.12852741303436
111,83.8448827594059
112,65.53677284762041
113,129.9427690536475
114,238.26570869132206
115,70.35216716567263
116,153.24533978465777
117,254.2749260689393
118,199.7847454545459
119,252.34705842908838
120,27.979394033422835
121,138.245418142858
122,122.01414741962033
123,236.84883215491828
124,253.6258807971877
125,109.92610905457192
126,224.30965863536272
127,76.86924245610824
128,157.4226076959951
129,159.14376732271762
130,103.00124327001981
131,125.43339106111915
132,220.26171471506797
133,377.99968200372473
134,110.91262294006476
135,127.50926285440667
136,191.57898050209727
137,395.28772108061185
138,141.71176043852137
139,79.16991182957025
140,135.55077191928558
141,147.3085978612263
142,80.09544995210774
143,109.10094819786343
144,113.0315011466711
145,149.62447900047852
146,86.72515025511355
147,101.7780837935828
148,82.12666091032693
149,114.59724414869295
150,116.09425457832556
151,153.69728904900072
152,89.7818838987117
153,100.84586323401558
154,159.98658277936653
155,112.03199188538662
156,131.77209727297083
157,94.85013967813173
158,132.53403056287385
159,198.21120336840755
160,166.12602458592625
161,260.0957413041705
162,263.33601735519267
163,159.24340939528525
164,174.4883670085215
165,155.39951123713874
166,123.0646290851557
167,123.86593126535297
168,85.08685049211488
169,126.3687965812336
170,177.48413569036927
171,170.1675993461016
172,247.73945251890757
173,250.74572044473655
174,152.8047541286007
175,170.1675993461016
176,293.76208966510814
177,289.6402481836596
178,304.8154031633374
179,127.84126360225329
180,199.37172344271454
181,81.42079182828294
182,183.53942802513808
183,89.71774803343449
184,261.3405850913571
185,172.40207376568793
186,294.80960513293604
187,286.9990285982518
188,286.8489616532017
189,299.5441417881422
190,128.89678845211495
191,204.00049120789157
192,86.92223947436696
193,177.88421737041648
194,82.53740808426794
195,266.93503089194803
196,175.95969168070081
197,321.6053225160091
198,292.75381878971757
199,289.7256738039505
200,282.7023429343683
201,132.10981771560012
202,202.19795635973878
203,82.31797890961491
204,176.5701900167935
205,98.30891784162975
206,304.5187914891744
207,171.23320188730304
208,331.10328227468426
209,315.546866059663
210,308.52647510124484
211,321.4035537081976
212,140.13082309562174
213,222.32421510165395
214,87.05277049970731
215,187.86492533717146
216,99.30106058093017
217,300.8156754444458
218,189.51765178963714
219,336.96384804202125
220,243.89201230886397
221,90.73740081618246
222,284.1839374412308
223,411.09770364176285
224,364.7650499516749
225,396.7664178005473
226,168.20997478065203
227,168.49713226993651
228,400.9765148946593
229,364.7650499516749
230,283.5870111667914
231,80.87785450038567
232,143.40017373966637
233,115.32515925711921
234,126.61886380410722
235,169.61250978672177
236,102.13881546796036
237,105.34946597401066
238,137.53706536845272
239,95.00422001335319
240,203.01508336113938
241,180.2080405352972
242,121.04478840697232
243,124.23744334866899
244,173.2520447402539
245,105.3990125792476
246,102.87154674607882
247,131.15436658942747
248,95.89071955894627
249,203.3023227520825
250,92.7672379568329
251,312.02355981271637
252,116.33890964617669
253,226.25478591755552
254,105.22395086943368
255,141.76991847378713
256,67.12626106079884
257,61.062128700061606
258,205.0918787098409
259,106.54649125374351
260,59.10546831946735
261,120.71334277090943
262,119.83221994722851
263,104.0011055719502
264,142.33820907071947
265,69.8762691967463
266,61.93627644980643
267,205.92816843903137
268,104.81149097610486
269,62.13260439346686
270,122.59226496169376
271,123.5134355676515
272,109.34553386066008
273,145.50964570329435
274,70.28647108922692
275,59.213687074929396
276,219.17657620053498
277,110.24944436423729
278,61.890302185644316
279,135.04888149226653
280,135.04888149226653
281,62.344162935947566
282,285.26046337689286
283,111.78509114779763
284,199.43974581557472
285,153.96794355250321
286,162.34572095438133
287,128.05861371010823
288,120.20919842758144
289,189.45644797678528
290,298.07909718384303
291,76.95009298127579
292,207.55689055147843
293,158.65455819997746
294,164.64713754484123
295,135.1726811802715
296,124.14047012913181
297,192.67622044085067
298,319.93973146664587
299,77.03400407504577
300,380.60183431314647
301,403.8576182002411
302,226.8357826914181
303,380.60183431314647
304,158.2018993636345
305,361.99392830240265
306,216.68020050639234
307,157.4153896910846
308,78.32108315129628
309,103.86949515504261
310,59.45072161596846
311,47.16368222030019
312,91.14815759220309
313,99.26096445161463
314,106.08634221106888
