index,price
0,108.56450000000001
1,137.83333333333331
2,91.04
3,79.545
4,197.46
5,106.95700000000001
6,83.71
7,117.19
8,116.63
9,105.55133333333333
10,144.68
11,91.4
12,80.16166666666668
13,205.416
14,105.40333333333334
15,83.71
16,126.22333333333331
17,127.34300000000003
18,143.64
19,106.25833333333334
20,155.37333333333333
21,177.84187301587298
22,150.77895238095238
23,115.35383333333333
24,114.42099999999999
25,129.88925
26,87.18209523809523
27,233.92
28,147.79
29,116.53666666666666
30,164.37816666666666
31,167.55
32,150.79083333333332
33,118.64333333333335
34,111.82250000000002
35,129.74533333333332
36,86.46
37,137.29485714285715
38,242.05
39,245.22
40,241.79
41,140.99813492063493
42,223.94
43,103.90166666666669
44,165.65166666666664
45,96.93916666666668
46,244.66
47,175.76
48,244.66
49,133.23747619047623
50,83.77
51,88.24600000000002
52,146.12
53,152.42638095238095
54,100.435
55,129.14
56,128.86
57,133.02866666666668
58,161.16
59,139.17333333333335
60,238.215
61,98.18
62,77.98
63,150.57
64,235.70833333333337
65,77.89
66,160.75
67,101.9925
68,134.71666666666667
69,132.36800000000002
70,132.84333333333333
71,161.0
72,136.29
73,237.21
74,107.16
75,77.98
76,149.64
77,237.875
78,78.62
79,161.14
80,181.14
81,177.19083333333333
82,237.08
83,77.99
84,145.90366666666668
85,128.72983333333335
86,179.99
87,179.15333333333336
88,100.55583333333333
89,177.16
90,79.845
91,100.375
92,130.03333333333333
93,130.972
94,131.33
95,159.17
96,135.55666666666667
97,234.41
98,103.77
99,78.71
100,151.36
101,239.01000000000005
102,78.41
103,160.98
104,106.66
105,129.31
106,129.3683333333333
107,131.46423809523807
108,162.83
109,135.65166666666667
110,238.545
111,84.87
112,78.71
113,153.54
114,236.62716666666668
115,77.7
116,158.77
117,173.38
118,172.77166666666668
119,238.49
120,78.81
121,148.458
122,112.57
123,185.18
124,183.79
125,98.31066666666666
126,180.26
127,79.99466666666667
128,144.44
129,154.15333333333334
130,118.20396031746031
131,113.89
132,171.97
133,241.82
134,102.50416666666668
135,113.19
136,180.66
