index,price
0,126.5
1,132.76
2,125.55
3,130.44
4,142.25
5,145.36
6,128.2
7,129.21
8,129.27
9,126.76
10,140.225
11,152.06
12,145.88
13,129.21
14,141.26
15,129.27
16,140.1575
17,136.29
18,145.57
19,127.87
20,143.99
21,151.1
22,125.58
23,127.02799999999999
24,133.97
25,134.72
26,131.64
27,128.57
28,132.57
29,142.6290476190476
30,140.03333333333333
31,141.74571428571429
32,139.07333333333335
33,141.26
34,154.82714285714286
35,146.94
36,141.26666666666668
37,145.28
38,146.04666666666665
39,148.4
40,158.39714285714285
41,155.15714285714287
42,141.26666666666668
43,141.77
44,144.84
45,143.04
46,142.97
47,141.04
48,147.7
49,141.33
50,155.89714285714285
51,142.76666666666665
52,140.85666666666668
53,137.31
54,139.45
55,137.31
56,144.98333333333335
57,136.93
58,75.32771428571428
59,66.2287857142857
60,65.21776984126984
61,65.03378571428571
62,79.32886904761904
63,74.44511904761906
64,77.54785714285714
65,69.34841666666668
66,66.11749603174603
67,77.54558730158729
68,80.77966666666667
69,76.50871428571429
70,73.76488095238095
71,69.34841666666668
72,79.27916666666667
73,66.11749603174603
74,84.37533333333333
75,80.29458333333334
76,81.30083333333334
77,77.1505238095238
78,80.37266666666667
79,76.38619047619046
80,76.49152380952381
81,69.59391666666667
82,67.1204761904762
83,66.76416666666668
84,66.87619047619049
85,70.0107619047619
86,66.88266666666665
87,77.16399999999999
88,71.91264285714284
89,57.559761904761906
90,69.86
91,74.71804761904764
92,85.91256539334518
93,93.65785714285715
94,78.92383333333332
95,86.0956638995412
96,62.94133333333333
97,89.50913218570685
98,87.8290396045551
99,100.65965302721217
100,85.53462585569632
101,61.47605952380952
102,58.61666666666666
103,87.21344412130053
104,62.88877380952381
105,77.31416666666665
106,73.928
107,64.27117857142856
108,99.08377176678572
109,97.98316524632018
110,85.44308518654216
111,95.06783333333333
112,95.82883333333334
113,62.95133333333333
114,84.63216749064881
115,89.59907881708449
116,84.58839681579994
117,86.33193569536031
118,90.0246177497164
119,87.75634062056177
120,63.32916666666667
121,102.51944840260427
122,101.00834406302822
123,64.11349999999999
124,90.93748327136127
125,75.08707142857142
126,86.11295390824955
127,58.61666666666666
128,62.99433333333334
129,83.61994296205258
130,76.89616666666667
131,84.43469773923093
132,84.2282950936299
133,64.09813095238094
134,74.42466666666667
135,61.807333333333325
136,99.64150038205385
137,90.39952903414067
138,91.1702040453504
139,87.96144041884374
140,83.98266735483325
141,85.50154897924749
142,75.9655
143,83.91554846415517
144,88.41831588327287
145,100.86190346822677
146,95.2761544613763
147,60.04995634920634
148,56.740619047619056
149,78.27433333333332
150,76.11216666666668
151,84.11061026747554
152,94.1952619047619
153,90.25364688886619
154,91.84261407967861
155,58.66846825396825
156,56.29313492063491
157,84.08278190769327
158,75.92533333333333
159,57.78933333333333
160,62.12133333333333
161,101.10367500172501
162,70.24583333333334
163,69.78297619047619
164,99.66166081980498
165,103.277683797689
166,64.23784523809523
167,83.99180139886025
168,69.45238095238095
169,54.07452380952382
170,104.10549404391291
171,90.74363241451638
172,64.23784523809523
173,63.657920634920636
174,62.80799999999999
175,68.38083333333333
176,147.46
177,162.10738095238096
178,135.04
179,161.15738095238098
180,132.8
181,288.31
182,148.48
183,149.61
184,293.45
185,144.46
186,304.07
187,299.7
188,245.99186904761896
189,288.14
190,183.62
191,139.51
192,300.2
193,176.6
194,143.11
195,142.96
196,185.2
197,224.87761904761902
198,240.63497619047618
199,295.34
200,152.48
201,148.86
202,144.07
203,288.31
204,309.0
205,288.19
206,288.08
207,310.53
208,300.42
209,182.23
210,238.07648917748912
211,245.99186904761896
212,182.63
213,307.72
214,133.03
215,288.31
216,139.07
217,182.23
218,287.63
219,134.96
220,288.14
221,293.27
222,179.87
223,134.6
224,173.99
225,242.734619047619
226,310.3
227,308.09
228,299.4
229,287.63
230,295.22
231,132.46
232,288.31
233,304.0
234,254.0481666666666
235,241.9010119047619
236,184.63
237,182.39
238,148.68
239,132.56
240,287.63
241,149.89
242,310.46
243,309.54
244,181.7
245,181.7
246,286.83
247,147.55
248,182.98
249,142.1
250,232.73828968253957
251,160.52833333333334
252,161.65166666666667
253,229.25660533910533
254,240.04777886002884
255,183.94
256,286.65
257,160.52833333333334
258,175.6
259,241.2044891774891
260,308.02
261,184.42
262,183.82
263,148.81
264,165.27833333333336
265,127.82
266,135.35
267,127.72
268,133.17
269,140.49
270,90.38806919761491
271,152.54
272,130.22
273,90.44453427870361
274,134.06
275,93.72772439198663
276,94.05626685282732
277,96.61007839894411
278,90.1334648457535
279,107.79
280,132.32
281,93.79286640891776
282,107.75
283,128.49
284,140.225
285,109.135
286,111.13052836498917
287,93.74122315429187
288,91.15897076757905
289,156.75
290,154.59
291,131.95
292,91.54604308019162
293,91.6385127574115
294,89.29658174512237
295,89.38446084564276
296,95.99383341176353
297,92.77894277082754
298,115.7285
299,116.62882637001381
300,96.85497231562212
301,100.398
302,92.46791650418332
303,138.61
304,90.75012725589232
305,131.08
306,114.9085
307,90.44478113834234
308,140.1575
309,89.71045680633651
310,91.64937926111959
311,108.64
312,136.29
313,113.6785
314,95.29461226976873
315,92.70971656683331
316,96.95073592889206
317,94.12636767229993
318,90.66388744349712
319,90.3219404409199
320,143.58
321,90.61822515373173
322,95.56570933848661
323,97.32827685731209
324,91.46600704773061
325,108.08
326,112.70100000000001
327,129.75
328,141.8
329,88.01925094365774
330,155.81
331,95.46733578513074
332,93.00029515815511
333,100.398
334,100.398
335,87.9087021810943
336,127.05
337,112.741
338,130.928
339,113.32065654570879
340,136.22
341,136.865
342,110.43699198042975
343,118.80630917879056
344,108.88
345,86.92202789662724
346,133.86
347,109.154
348,120.33136332490636
349,94.68567890961671
350,108.88
351,108.01
352,132.98
353,134.99
354,69.28880952380952
355,71.91264285714284
356,69.89071428571428
357,69.86
358,74.71804761904764
359,66.5287142857143
360,69.24183333333335
361,75.56321428571428
362,71.03
363,69.66
364,73.928
365,67.50447619047621
366,65.37680952380954
367,74.6572619047619
368,75.08707142857142
369,70.835
370,76.89616666666667
371,74.42466666666667
372,75.9655
373,69.42933333333335
374,76.11216666666668
375,67.24030952380954
376,68.36466666666666
377,74.03821428571428
378,70.24583333333334
379,69.78297619047619
380,69.45238095238095
381,74.73904761904761
382,68.38083333333333
383,128.724
384,86.33233333333334
385,146.2775
386,82.71483333333333
387,150.50666666666666
388,147.09357142857144
389,133.43757142857143
390,133.2195
391,154.82
392,132.43233333333333
393,123.33857142857143
394,152.89959523809526
395,147.83580952380956
396,133.2195
397,150.51466666666667
398,154.82
399,119.80107142857143
400,123.26214285714286
401,149.78216666666668
402,132.624
403,152.69133333333332
404,151.80969047619053
405,129.988
406,132.08083333333335
407,88.44633333333333
408,89.59300000000002
409,88.44633333333333
410,132.33283333333333
411,89.39533333333334
412,144.8275
413,121.91991666666665
414,146.765
415,122.0590833333333
416,150.50666666666666
417,147.09357142857144
418,149.47
419,111.04566666666666
420,151.84
421,147.95
422,129.93833333333333
423,152.89959523809526
424,147.83580952380956
425,111.04566666666666
426,150.51466666666667
427,151.84
428,126.13600000000001
429,128.85790476190476
430,149.78216666666668
431,148.81
432,152.69133333333332
433,151.80969047619053
434,145.97
435,109.28983333333332
436,122.11733333333333
437,122.71700000000001
438,122.11733333333333
439,108.05583333333333
440,116.7075
441,157.3365
442,116.69516666666667
443,126.10366666666665
444,149.03966666666665
445,142.07366666666667
446,159.96166666666667
447,152.6271111111111
448,140.3155
449,144.69116666666667
450,155.2907142857143
451,154.94483333333335
452,90.36
453,141.55930952380953
454,103.61666666666667
455,125.49366666666666
456,112.29216666666667
457,155.6615
458,118.94033333333333
459,152.6271111111111
460,112.8975
461,144.053
462,105.47666666666666
463,112.29216666666667
464,106.63419841269841
465,117.33846428571425
466,106.03042460317461
467,112.08036507936505
468,102.21666666666665
469,110.11550396825398
470,108.01583333333333
471,105.7675476190476
472,103.2845
473,116.50152777777775
474,103.83526984126983
475,103.49926190476194
476,102.98550000000002
477,107.36558333333335
478,105.65917460317462
479,111.29035714285712
480,104.54681746031746
481,105.78292460317462
482,108.01583333333333
483,117.65683333333331
484,113.42205555555557
485,107.27108333333334
486,111.29035714285712
487,155.5766666666667
488,160.86114285714285
489,132.82183333333333
490,159.42
491,150.943
492,146.24920238095237
493,143.48703571428572
494,149.773
495,153.29183333333333
496,165.01166666666666
497,153.51000000000002
498,149.10866666666664
499,149.4255
500,151.49366666666666
501,132.09183333333334
502,154.39033333333333
503,154.03500000000003
504,118.27883333333335
505,143.48703571428572
506,159.96085714285718
507,146.1475
508,152.9553333333333
509,154.39033333333333
510,189.80428571428573
511,177.26595238095237
512,266.76366666666667
513,224.06566666666666
514,296.6695833333333
515,267.81666666666666
516,260.7831666666666
517,186.39585714285712
518,240.54333333333335
519,313.664
520,272.2387619047619
521,301.69916666666666
522,182.02599999999998
523,302.6385
524,176.86
525,240.79833333333335
526,232.58333333333337
527,226.5391666666667
528,182.0644761904762
529,174.08550000000002
530,269.7004285714285
531,173.52366666666668
532,194.01728571428572
533,191.00714285714284
534,245.20366666666666
535,179.81033333333332
536,187.51666666666665
537,245.20366666666666
538,174.422
539,186.86577777777777
540,185.91077777777772
541,210.71057936507933
542,244.097
543,303.61850000000004
544,263.36291666666665
545,253.6057619047619
546,213.52034126984123
547,227.94249999999997
548,169.3525
549,183.59216666666663
550,247.15133333333333
551,276.5942619047619
552,182.56099999999998
553,174.08550000000002
554,173.98761904761903
555,196.78
556,192.64566666666667
557,266.76366666666667
558,169.3525
559,243.03907142857142
560,210.1169841269841
561,138.2094285714286
562,136.53704761904757
563,145.62316666666663
564,157.52566666666667
565,154.18619047619046
566,159.05099999999996
567,152.944
568,147.97
569,155.31919047619044
570,163.28619047619046
571,131.9582380952381
572,126.37799999999997
573,152.3198571428571
574,138.23610714285712
575,145.91316666666663
576,127.26973809523811
577,133.18440476190474
578,145.73515079365077
579,152.944
580,140.44998809523813
581,156.27650000000003
582,137.09144047619046
583,127.26973809523811
584,106.63419841269841
585,117.33846428571425
586,106.03042460317461
587,96.98233333333332
588,104.54711904761905
589,98.36166666666666
590,100.83333333333334
591,91.50683333333332
592,104.12573809523812
593,102.23
594,103.83526984126983
595,103.49926190476194
596,103.07128571428574
597,107.36558333333335
598,105.65917460317462
599,111.29035714285712
600,104.54681746031746
601,105.78292460317462
602,100.83333333333334
603,117.65683333333331
604,113.42205555555557
605,107.27108333333334
606,111.29035714285712
607,85.61335714285715
608,93.44333333333334
609,89.38589285714286
610,88.72664285714286
611,87.88
612,86.25333333333332
613,84.48188095238095
614,83.2867619047619
615,87.6592857142857
616,92.24008333333335
617,83.75152380952382
618,88.70516666666668
619,87.0
620,87.81316666666667
621,87.1347619047619
622,84.23016666666666
623,83.96485714285714
624,87.17941666666667
625,84.48188095238095
626,85.14833333333333
627,92.89676190476193
628,89.56733333333334
629,84.23016666666666
630,118.72583333333333
631,112.85
632,114.96650000000001
633,119.55509523809523
634,114.6
635,113.73416666666668
636,110.21283333333332
637,110.67942857142857
638,114.51
639,125.37115873015873
640,117.54583333333332
641,118.78
642,112.92
643,118.10700000000001
644,113.54000000000002
645,109.69566666666668
646,118.10583333333332
647,111.656
648,110.21283333333332
649,113.24833333333332
650,122.21733333333336
651,119.62166666666666
652,109.69566666666668
653,87.79458333333334
654,88.22666666666666
655,84.81666666666668
656,83.02263383838383
657,83.30333333333333
658,87.71185714285717
659,86.86733333333335
660,77.67194841269841
661,89.89769047619046
662,85.85472222222222
663,86.77334523809525
664,81.70864285714285
665,81.59471428571428
666,84.5287976190476
667,84.1325
668,79.18
669,87.21634523809524
670,82.94600000000003
671,86.86733333333335
672,81.46665151515151
673,87.82333333333334
674,84.96113095238096
675,79.18
676,284.78
677,226.85
678,217.17
679,190.20666666666668
680,190.96
681,238.69
682,339.5575
683,279.53
684,205.37
685,193.47
686,345.19
687,194.13
688,346.30012301587294
689,201.22
690,362.83999603174595
691,418.06
692,194.49
693,362.4533333333334
694,271.45666666666665
695,204.3
696,369.9375
697,200.64
