index,best_mlp,best_catboost
0,100.90571,106.92113400708558
1,136.76624,134.5109831501918
2,71.78035,70.18975246839909
3,52.975975,55.7986926750807
4,214.09882,204.71979102443083
5,103.160706,108.26189042061242
6,52.07498,57.90321413911329
7,118.81974,117.64272035493968
8,124.55001,122.08207166519469
9,103.95071,106.45904431350846
10,142.52196,144.45875154884106
11,68.52231,69.04361028245603
12,51.087822,59.762487866647234
13,238.4972,222.31977537956664
14,106.76041,107.43363946298541
15,50.526543,60.4838875966459
16,123.99195,126.05018817371729
17,123.64549,127.98584167560603
18,166.86127,164.69547458650808
19,112.84567,108.02266652189519
20,168.03987,165.6501456588488
21,192.62598,188.88046573219057
22,164.80028,162.72624568428887
23,121.01425,121.72298869512974
24,100.61998,104.5802703137424
25,122.49873,122.46076695823317
26,86.0197,89.27256306713548
27,277.21014,287.041846482456
28,167.44897,167.1192905828769
29,111.56391,107.30236148405584
30,168.80396,167.36073316901124
31,195.12112,189.42464209702925
32,166.44398,165.21187200794316
33,120.26536,122.64488668026183
34,104.1303,103.64391943778537
35,121.59595,122.27300485552163
36,84.16757,88.97189278417076
37,90.07612,89.94083763055983
38,346.59702,355.59374590815423
39,316.60358,342.23412714330516
40,341.75433,334.380605695193
41,139.5793,149.88580999258397
42,232.30661,229.92965560646917
43,98.47233,98.10704348944842
44,188.18593,191.72516601266943
45,87.73142,91.03803167075148
46,347.11353,349.48156287789607
47,191.42322,195.22214480070443
48,371.17517,373.61506701938924
49,132.91135,134.365880866237
50,74.85028,71.27896259613621
51,95.729324,115.60684412002124
52,152.38588,139.94764169334303
53,160.21964,151.47703755891052
54,106.84307,103.87595444993542
55,144.24843,137.93598341676852
56,139.57912,127.16481137631354
57,141.59694,136.72862874749273
58,156.2305,155.1919947262254
59,139.18982,136.31952447653794
60,232.95999,233.039016699257
61,91.00903,83.29074521434211
62,67.16706,66.29646211227566
63,138.3178,133.94379200348192
64,221.20598,209.22611908879003
65,72.38796,70.18184357889004
66,146.23552,152.3836620429597
67,101235,106.35474125605208
68,145.2518,143.81892389189443
69,139.07118,129.49269961557866
70,138.49135,139.66622312953325
71,158.54529,164.87462045509392
72,141.01811,139.97842779915254
73,236833,241.80835892532423
74,85.71139,83.89366564309273
75,64.60987,67.65729339155143
76,135.75868,134.06636405472852
77,222.12776,213.35258348449838
78,68.55772,72.24362642237702
79,150.58272,155.0898647055642
80,171.43306,190.9184906506142
81,184.09973,174.61354014834865
82,251.14139,276.9909159281185
83,65.58199,64.83883104114443
84,132.23672,129.05813440005568
85,127.59285,143.47813482882998
86,223.20006,224.7337380314801
87,189.74214,200.1380506530893
88,98.73262,105.52304715601258
89,211.7349,206.44568649088055
90,56.50052,73.3104292857488
91,107.74419,109.02327396484611
92,145.40378,145.33761343104092
93,141.70273,143.67252692848237
94,138.82838,141.87600636558886
95,165.32928,168.40537038616444
96,138.32129,143.96923425955615
97,249.44868,249.89223567685244
98,81.686066,83.44953300203724
99,66.03213,67.7919565618547
100,135.18068,134.76653858938062
101,232.78154,214.68771561958306
102,65.02916,70.01754435633742
103,154.28099,161.41591566574047
104,109.13128,108.39000682402286
105,146.86093,143.81019604928315
106,145089,142.5775420077889
107,139.8539,143.4904434779047
108,178.17274,176.38578232700456
109,142.76915,145.0586159012082
110,267.00595,271.58729543171467
111,85.56989,86.6150737079364
112,64.382416,67.63850500955334
113,134.62238,129.35918720832376
114,252.46732,221.14192250705196
115,61.166805,70.233046756568
116,164.55272,162.38008641463057
117,199.57123,250.59820233421328
118,192.95522,193.20763238200288
119,239.87938,258.05993491404206
120,57.51613,30.447950410508383
121,143.04282,133.83374358786023
122,132.0672,125.38001501510371
123,204.57834,233.12857330017437
124,215.0322,254.42407673365142
125,109.51302,111.45733292256864
126,208.50792,220.47779002408356
127,67.57812,74.6776441938091
128,155.7978,155.13504215843932
129,161.43858,160.4794707364963
130,112.3872,104.50104437028017
131,116.49857,121.90808584178194
132,235.96669,221.54934989485446
133,345.23132,377.2496898671486
134,105.52892,112.17028413701064
135,129.67856,124.96571661964117
136,232.0537,194.7783513438162
137,369.0393,388.13021134820247
138,142.07909,143.2447052607516
139,77.88491,77.16450603217922
140,102.0661,123.01103717779992
141,139.94388,144.95812024283336
142,79.02745,78.46679784602097
143,99.041466,114.90789720079906
144,111.23552,112.60241272929898
145,150.49466,150.56282918750435
146,76.89624,86.22563365565179
147,109.31436,102.94060564507163
148,82.058525,81.70258995784434
149,111.22144,114.35895426541424
150,111.83624,116.06897104083578
151,151.42662,154.18483158109166
152,110.73766,98.77151772601428
153,109.10194,102.85046093492201
154,174.53923,169.82688564379305
155,115.976204,119.49309863569533
156,127.281685,133.33815431558992
157,89.281876,92.53171073646604
158,132.43169,130.86615562486236
159,197.3474,196.56139644240352
160,169.11462,166.1293785629639
161,268.5627,254.72532826192537
162,262.5545,265.6633819172109
163,170.78004,163.43138313383088
164,173.33769,174.46068743138653
165,166.23462,162.57468401853566
166,113.76796,113.8517472613903
167,126.811195,123.80603173470195
168,80.267044,83.66034044518278
169,121.33713,120.4884992323307
170,190.32654,184.87706674448987
171,162.52817,167.0214642160256
172,261.3899,251.85141707372804
173,249.65314,248.5750106612752
174,166.10643,159.12273948447455
175,162.52817,167.0214642160256
176,299.86124,312.56948804859167
177,271.22662,288.15883084344205
178,297.80972,305.36732214728045
179,128.17828,127.1148791497933
180,198.50974,203.45280948505024
181,88.276596,84.74901098952682
182,173.06812,175.39256357128988
183,82.9413,87.52163348770591
184,277.12857,270.6726429491391
185,174.47725,174.51866026582366
186,300.4659,303.25011797162915
187,310.96185,309.8821807506938
188,277.09088,288.6196931068025
189,309.3115,303.43158470037133
190,132.08426,130.13534083415357
191,201.66193,204.2161353860929
192,87.26006,82.32170622618537
193,175.3466,172.45866933467687
194,81.26447,82.21848613018756
195,297.8986,276.8051227567703
196,175.60443,175.73671986067848
197,317.16867,316.71903716074667
198,317.75943,310.0139581074891
199,289.13873,291.1409032565607
200,318.7695,296.6825942679393
201,130.70802,131.83464443474827
202,208.6261,204.05038179586882
203,86.36858,84.0599821934959
204,178.67393,172.7969609879442
205,80.71931,85.68235132925929
206,317.50278,300.6673139187169
207,177.80156,178.11188542425816
208,340.56317,333.5750616333444
209,330.1483,325.20147611817083
210,292.7463,313.80772839066776
211,322.37585,319.6671940823046
212,141.7519,138.78695597415276
213,223.52698,220.34554268553075
214,98.144684,94.04111310695112
215,183.83044,185.3711187119527
216,92.01652,97.71643462235875
