queryId,avatar_name,avatar_id,language,city,date,mobile
3026,lhpodgwc,158616,finnish,madrid,0,1
3027,tcimzbnl,158617,irish,copenhagen,0,0
3028,tcimzbnl,158617,slovene,madrid,0,1
3029,tcimzbnl,158617,finnish,amsterdam,0,0
3030,fliqxmcs,158618,irish,paris,0,1
3031,pmdorvqe,158619,swedish,vilnius,38,1
3032,gxumefql,158620,croatian,amsterdam,21,0
3033,vlazumxk,158621,cypriot,sofia,17,1
3034,nopvaqxs,158622,hungarian,sofia,3,1
3035,piowegqh,158623,slovakian,amsterdam,15,0
3036,uoxpnjsy,158624,finnish,sofia,1,1
3037,icmhtnjl,158625,dutch,vienna,6,0
3038,wfpqmoyr,158626,danish,paris,38,1
3039,grtupkja,158627,hungarian,sofia,0,0
3040,netqzkbc,158628,czech,vienna,16,0
3041,kyxrhgpa,158629,maltese,vienna,0,0
3042,rdipvzlk,158630,cypriot,valletta,2,0
3043,jtozcrdu,158631,hungarian,rome,19,1
3044,weftmbqc,158632,maltese,sofia,1,0
3045,uqfzvgtn,158633,polish,copenhagen,18,0
3046,tfesclbh,158634,czech,paris,15,1
3047,cglxqumb,158635,estonian,copenhagen,4,0
3048,brhmzlnk,158636,bulgarian,amsterdam,17,0
3049,cwvbykhr,158637,slovakian,copenhagen,39,1
3050,qfzaxkht,158638,latvian,vilnius,3,0
3051,mrwzedqu,158639,romanian,paris,15,0
3052,dpicrvxu,158640,slovene,vilnius,34,1
3053,wjtixmvh,158641,greek,paris,34,0
3054,wplvnhtj,158642,danish,vilnius,6,0
3055,emqayxfd,158643,slovakian,copenhagen,17,1
3056,jhnkszxd,158644,swedish,rome,2,1
3057,wpkxmdbo,158645,romanian,valletta,34,0
3058,acjrloxh,158646,croatian,vilnius,6,0
3059,bjewdqyp,158647,bulgarian,paris,5,0
3060,bjewdqyp,158647,finnish,amsterdam,1,0
3061,bjewdqyp,158647,estonian,amsterdam,1,0
3062,pjwcbomz,158648,slovakian,vilnius,15,1
3063,vxwhmrdz,158649,finnish,vilnius,18,1
3064,hwrdokxc,158650,swedish,paris,2,0
3065,nijezwpr,158651,latvian,amsterdam,36,0
3066,labztmxo,158652,hungarian,vienna,35,1
3067,qmjuckyo,158653,dutch,copenhagen,2,1
3068,kosfrwnp,158654,finnish,rome,2,1
3069,ndaxgvpe,158655,estonian,vilnius,5,0
3070,txkoynuz,158656,danish,paris,2,0
3071,jkdgfqht,158657,austrian,vienna,0,0
3072,oytidjue,158658,german,rome,5,0
3073,ebfachly,158659,polish,paris,3,0
3074,gsofxhjn,158660,estonian,sofia,15,0
3075,hivcosbm,158661,german,vienna,2,1
3076,lnwqcrht,158662,bulgarian,amsterdam,38,0
3077,kexcnfms,158663,lithuanian,amsterdam,3,0
3078,yfzktgum,158664,hungarian,amsterdam,4,1
3079,gvafzubp,158665,slovene,madrid,21,0
3080,eflivymp,158666,danish,madrid,0,1
3081,ryoikcwd,158667,luxembourgish,paris,4,1
3082,zebosapm,158668,austrian,valletta,40,1
3083,lxveoawz,158669,estonian,madrid,0,0
3084,ivtpubmr,158670,luxembourgish,sofia,39,0
3085,vcgjqzha,158671,romanian,valletta,35,1
3086,erghzfmu,158672,bulgarian,copenhagen,16,0
3087,woapcvqs,158673,swedish,rome,0,1
3088,zxvmyibs,158674,cypriot,copenhagen,3,1
3089,qunyfrob,158675,finnish,vienna,2,1
3090,cqndmrgv,158676,french,valletta,6,0
3091,hiepvflq,158677,slovakian,sofia,21,0
3092,ktawxiol,158678,slovene,madrid,19,0
3093,sgremvnt,158679,spanish,sofia,4,0
3094,atwsyjbg,158680,slovakian,vienna,34,0
3095,kfmeuzsv,158681,lithuanian,vilnius,15,0
3096,kyzvutda,158682,hungarian,valletta,4,0
3097,zdtlnsxp,158683,danish,sofia,18,1
3098,rqywjpls,158684,italian,amsterdam,35,0
3099,snchmzpw,158685,romanian,rome,1,1
3100,ekgisfmz,158686,estonian,madrid,6,0
3101,jpdbinko,158687,cypriot,vienna,1,0
3102,dteaywuo,158688,romanian,sofia,0,0
3103,simhxvgw,158689,lithuanian,paris,39,1
3104,ynjrwdgz,158690,bulgarian,paris,3,1
3105,adnzsvri,158691,danish,amsterdam,18,0
3106,xjqaofnw,158692,swedish,paris,38,1
3107,byrdofei,158693,german,rome,35,1
3108,owprxejg,158694,maltese,valletta,5,1
3109,tfvbcgxo,158695,spanish,copenhagen,37,0
3110,jethnlsf,158696,danish,paris,0,0
3111,ircknzxu,158697,romanian,vilnius,1,1
3112,mwuhrple,158698,estonian,amsterdam,20,1
3113,kcnuatyi,158699,finnish,amsterdam,19,1
3114,mxekovah,158700,spanish,amsterdam,20,1
3115,zbjflayu,158701,croatian,madrid,34,0
3116,bwfzkiod,158702,danish,vilnius,36,0
3117,cbgqreiy,158703,romanian,paris,4,0
3118,kedmcxhf,158704,hungarian,valletta,0,0
3119,reuxfagv,158705,slovakian,vienna,16,1
3120,mwlunhzk,158706,slovakian,rome,0,1
3121,mwlunhzk,158706,latvian,copenhagen,0,1
3122,mwlunhzk,158706,finnish,paris,0,1
3123,mwlunhzk,158706,maltese,copenhagen,0,1
3124,agefxorl,158707,croatian,amsterdam,34,1
3125,nwchqjlr,158708,polish,copenhagen,21,0
