queryId,avatar_name,avatar_id,language,city,date,mobile
3226,aiqhlbnk,158805,slovene,vilnius,1,0
3227,ysthdcmk,158806,bulgarian,sofia,1,0
3228,vsjtwqrg,158807,latvian,amsterdam,0,0
3229,dhcgusei,158808,cypriot,madrid,34,0
3230,dhcgusei,158808,austrian,amsterdam,2,0
3231,dhcgusei,158808,latvian,paris,2,1
3232,nuozlfet,158809,latvian,paris,40,0
3233,stznhdml,158810,austrian,valletta,19,1
3234,lmitvjgy,158811,bulgarian,paris,40,0
3235,awznjioe,158812,romanian,vilnius,2,0
3236,wlcyjfqo,158813,swedish,amsterdam,21,1
3237,fljizvkb,158814,austrian,paris,5,1
3238,gxyhfkuo,158815,bulgarian,rome,5,1
3239,dmaliogc,158816,romanian,copenhagen,38,0
3240,nerdthox,158817,italian,rome,2,1
3241,ujxotfqm,158818,slovakian,rome,21,0
3242,axphvesl,158819,estonian,paris,34,1
3243,viubexct,158820,czech,amsterdam,1,1
3244,fsqkrgxl,158821,swedish,amsterdam,6,1
3245,mbcntrue,158822,bulgarian,madrid,16,0
3246,tvmbdgqr,158823,spanish,rome,5,1
3247,rflqunot,158824,luxembourgish,paris,6,0
3248,bdomintg,158825,slovakian,vienna,2,0
3249,nbserawl,158826,maltese,paris,5,1
3250,dzplwmru,158827,romanian,sofia,2,1
3251,hkfswtjp,158828,hungarian,amsterdam,0,1
3252,zyslrdwf,158829,bulgarian,amsterdam,4,0
3253,xousvany,158830,maltese,sofia,2,1
3254,ogfdrlqs,158831,slovene,paris,2,1
3255,jagimpur,158832,swedish,rome,5,1
3256,rykcwzfa,158833,swedish,vilnius,35,1
3257,rykcwzfa,158833,hungarian,vienna,0,0
3258,rykcwzfa,158833,danish,vilnius,0,1
3259,apblhfoy,158834,hungarian,madrid,4,1
3260,otswanqy,158835,bulgarian,paris,18,1
3261,gmtaruwp,158836,greek,paris,2,0
3262,ikzjlthg,158837,italian,paris,2,0
3263,zgbqryek,158838,slovakian,vienna,17,1
3264,mwoazetl,158839,polish,valletta,4,0
3265,vdzstupf,158840,bulgarian,vilnius,0,0
3266,lpoficdg,158841,estonian,rome,6,1
3267,qjeaoskm,158842,maltese,sofia,1,1
3268,htkvrfpg,158843,danish,madrid,20,1
3269,mpqsnodg,158844,austrian,rome,16,0
3270,ixkvaczt,158845,hungarian,valletta,20,1
3271,jhtqubgd,158846,irish,amsterdam,37,1
3272,mkojdqbu,158847,polish,madrid,40,1
3273,qxuhpnrb,158848,latvian,paris,38,0
3274,jaefohyg,158849,swedish,sofia,0,1
3275,pexqlgbv,158850,hungarian,vilnius,0,1
3276,trwnaouv,158851,luxembourgish,vienna,0,1
3277,wnlfvsmu,158852,danish,vilnius,15,0
3278,vjkctsrd,158853,slovakian,copenhagen,6,0
3279,mnfloiez,158854,estonian,paris,2,1
3280,rjugnmsd,158855,maltese,sofia,2,0
3281,pbcuyran,158856,austrian,madrid,5,0
3282,pbcuyran,158856,belgian,sofia,2,1
3283,kqwhvtpl,158857,belgian,valletta,18,0
3284,igkvaesj,158858,italian,copenhagen,39,1
3285,cukhfspy,158859,estonian,vienna,34,0
3286,bczmsvyq,158860,latvian,sofia,3,0
3287,mpquacwo,158861,danish,paris,0,1
3288,xqdojpnc,158862,swedish,madrid,39,1
3289,ysogicfq,158863,swedish,vienna,5,0
3290,mbpwaszc,158864,cypriot,copenhagen,39,1
3291,gbtnkmlh,158865,danish,madrid,36,0
3292,xzunypsa,158866,hungarian,rome,0,1
3293,mqoehckx,158867,swedish,paris,1,1
3294,nxsqfjkv,158868,swedish,amsterdam,34,0
3295,xonfwhlk,158869,finnish,rome,4,1
3296,vduyisjh,158870,spanish,sofia,17,1
3297,fycpnedr,158871,french,vilnius,18,1
3298,velbxosj,158872,swedish,paris,15,0
3299,embcdntv,158873,romanian,vilnius,40,1
3300,fgieaqoc,158874,slovene,valletta,16,1
3301,rsixueyk,158875,swedish,amsterdam,18,1
3302,uqofavij,158876,estonian,vienna,0,0
3303,civkyabn,158877,hungarian,sofia,19,0
3304,clutvybm,158878,czech,amsterdam,1,1
3305,agbvfzym,158879,croatian,sofia,17,1
3306,agbvfzym,158879,spanish,paris,6,1
3307,ekxsphot,158880,lithuanian,paris,6,1
3308,oxsibnuv,158881,hungarian,madrid,16,1
3309,zwfqntgr,158882,austrian,vienna,2,1
3310,decnvwsj,158883,greek,vienna,0,1
3311,iwtxyuev,158884,hungarian,vienna,0,0
3312,raozgtmd,158885,hungarian,vilnius,36,0
3313,hjxtdkne,158886,maltese,amsterdam,16,0
3314,ocxriwdz,158887,czech,vilnius,0,1
3315,yrmuevxo,158888,hungarian,copenhagen,38,1
3316,qdnmgyaw,158889,german,amsterdam,1,0
3317,vautmlke,158890,hungarian,rome,34,0
3318,iczbrtxo,158891,hungarian,rome,18,0
3319,ohcbnqxk,158892,portuguese,amsterdam,21,1
3320,ubyinzla,158893,hungarian,paris,1,1
3321,dpsagmiu,158894,swedish,vienna,1,0
3322,wltsznfm,158895,slovakian,rome,1,0
3323,zumcxwjd,158896,austrian,sofia,2,0
3324,niugdham,158897,danish,amsterdam,2,1
3325,dhfobgiw,158898,luxembourgish,valletta,0,0
