queryId,avatar_name,avatar_id,language,city,date,mobile
2166,clvzqmhi,127987,danish,amsterdam,5,0
2167,thioyfsn,127993,danish,amsterdam,34,1
2168,stezkhfx,127999,danish,amsterdam,35,1
2169,qrsbmwvc,128005,dutch,amsterdam,35,1
2170,ibatjgry,128011,estonian,amsterdam,4,0
2171,iusljmwe,128016,estonian,amsterdam,5,0
2172,xjuyzmba,128021,estonian,amsterdam,18,1
2173,zmbrdaxo,128023,estonian,amsterdam,20,0
2174,hseqkfud,128028,estonian,amsterdam,39,1
2175,njrdmasc,128034,estonian,amsterdam,40,1
2176,weqpcrvm,128040,finnish,amsterdam,3,0
2177,vnegqdju,128047,finnish,amsterdam,4,0
2178,teajyvdo,128051,finnish,amsterdam,6,1
2179,fjzpyqsv,128056,finnish,amsterdam,37,1
2180,pbmjwoui,128059,finnish,amsterdam,38,1
2181,mnukjfye,128065,french,amsterdam,40,1
2182,zfucnoas,128071,german,amsterdam,15,1
2183,vptkzhfc,128077,greek,amsterdam,3,0
2184,iuqdhkvz,128083,greek,amsterdam,20,0
2185,hcpzruev,128088,greek,amsterdam,36,0
2186,ziwgeuhm,128093,greek,amsterdam,39,1
2187,smyaxegk,128096,hungarian,amsterdam,1,1
2188,bfjedhng,128097,hungarian,amsterdam,2,0
2189,suxbnvoj,128098,hungarian,amsterdam,6,1
2190,thzvxamq,128099,hungarian,amsterdam,16,1
2191,vozkeucl,128100,hungarian,amsterdam,19,1
2192,hcmelwik,128101,hungarian,amsterdam,20,0
2193,vulnexzo,128102,hungarian,amsterdam,38,1
2194,zbighmtn,128103,hungarian,amsterdam,40,1
2195,ksrinbpw,128104,irish,amsterdam,0,0
2196,xwkshdfz,128105,irish,amsterdam,4,0
2197,jxhzvldk,128106,irish,amsterdam,15,0
2198,otuyqhxw,128107,italian,amsterdam,17,1
2199,okmnvtbw,128108,lithuanian,amsterdam,19,1
2200,nycgqawv,128109,lithuanian,amsterdam,37,1
2201,livsyhzq,128110,luxembourgish,amsterdam,2,1
2202,ragqeupx,128111,maltese,amsterdam,5,0
2203,wruymgkj,128112,maltese,amsterdam,38,1
2204,fzrcsknb,128113,polish,amsterdam,2,0
2205,jseticbo,128114,portuguese,amsterdam,0,1
2206,lmdehzyb,128115,portuguese,amsterdam,16,1
2207,hperazob,128116,romanian,amsterdam,1,0
2208,mfetrszc,128117,romanian,amsterdam,4,1
2209,rgnpzvsd,128118,romanian,amsterdam,16,1
2210,ogzysmhi,128119,romanian,amsterdam,19,1
2211,umehodpi,128120,romanian,amsterdam,35,1
2212,syjukatn,128121,romanian,amsterdam,36,0
2213,mqzkyesn,128122,slovakian,amsterdam,6,0
2214,xflozqjt,128123,slovakian,amsterdam,18,1
2215,ukijqwre,128124,slovakian,amsterdam,37,1
