queryId,avatar_name,avatar_id,language,city,date,mobile
2216,bytxkzfd,128260,slovene,amsterdam,2,0
2217,zbpmkoiw,128265,slovene,amsterdam,5,1
2218,mlskhrei,128270,slovene,amsterdam,16,1
2219,zpsuormy,128274,slovene,amsterdam,21,0
2220,kjogrqwf,128280,swedish,amsterdam,3,1
2221,obmsqkfa,128285,swedish,amsterdam,4,1
2222,fovidmjk,128290,austrian,copenhagen,5,1
2223,isahwfvp,128294,austrian,copenhagen,15,0
2224,ypwshocx,128300,austrian,copenhagen,18,0
2225,ambgpjdr,128304,austrian,copenhagen,34,1
2226,fhviturj,128308,austrian,copenhagen,35,0
2227,dhmrnkpz,128314,austrian,copenhagen,38,1
2228,kswqalpn,128319,bulgarian,copenhagen,15,0
2229,fkaqshwc,128321,bulgarian,copenhagen,17,0
2230,tunboipz,128322,bulgarian,copenhagen,21,1
2231,dsnvgyra,128323,bulgarian,copenhagen,35,0
2232,ubvqjwea,128324,cypriot,copenhagen,0,0
2233,bkpqihzm,128325,cypriot,copenhagen,15,0
2234,yrxjvwfg,128326,czech,copenhagen,36,1
2235,mfodcbgn,128327,czech,copenhagen,40,1
2236,ywkesfto,128328,danish,copenhagen,0,1
2237,jucfhnxm,128329,danish,copenhagen,5,0
2238,pxlzesad,128330,danish,copenhagen,19,0
2239,qtkvhbdc,128331,danish,copenhagen,20,1
2240,zcyjsfih,128332,estonian,copenhagen,1,0
2241,auikcngx,128334,estonian,copenhagen,2,1
2242,jybdenxz,128340,estonian,copenhagen,6,1
2243,awunsymz,128346,estonian,copenhagen,36,1
2244,houimeng,128352,estonian,copenhagen,39,0
2245,bmhngzsa,128358,finnish,copenhagen,6,0
2246,bjfhutkd,128363,finnish,copenhagen,16,1
2247,mrvhfyzg,128369,finnish,copenhagen,35,0
2248,doexqigk,128376,french,copenhagen,3,0
2249,shiqyzjp,128381,french,copenhagen,17,0
2250,rwinxjfo,128387,french,copenhagen,39,0
2251,zdcuvnkh,128392,greek,copenhagen,4,0
2252,aesklngc,128398,greek,copenhagen,34,0
2253,ohyeipvl,128404,greek,copenhagen,38,1
2254,ftkxevyq,128410,hungarian,copenhagen,4,1
2255,acfuzlbq,128416,hungarian,copenhagen,16,1
2256,oxpkjnzy,128422,hungarian,copenhagen,17,0
2257,iwmsyaqk,128428,hungarian,copenhagen,18,0
2258,hyrfebsv,128433,hungarian,copenhagen,34,1
2259,dmpreflo,128439,hungarian,copenhagen,40,1
2260,jmqrbuxz,128445,irish,copenhagen,0,1
2261,lreywozf,128451,irish,copenhagen,3,1
2262,xvruhywo,128455,italian,copenhagen,2,0
2263,zuksjycx,128459,italian,copenhagen,34,1
2264,nhpzuafk,128464,lithuanian,copenhagen,5,1
2265,wxzmvfrt,128470,lithuanian,copenhagen,21,1
2266,odnpjfvg,128475,luxembourgish,copenhagen,1,0
2267,qgtumyxd,128481,luxembourgish,copenhagen,5,0
2268,zrbihaqd,128488,polish,copenhagen,2,1
2269,knqurhfo,128494,polish,copenhagen,6,0
2270,dkjabyrn,128499,polish,copenhagen,37,0
2271,jogxldzq,128505,portuguese,copenhagen,1,1
2272,rjgziuxc,128510,romanian,copenhagen,2,0
2273,noqpbeth,128516,romanian,copenhagen,4,0
2274,adfvxkbn,128522,romanian,copenhagen,6,0
2275,lmrganto,128528,slovakian,copenhagen,19,0
2276,fvnacypk,128534,slovakian,copenhagen,37,0
2277,avbcuide,128540,slovakian,copenhagen,38,1
2278,dortzfwe,128546,slovakian,copenhagen,40,1
2279,olzmheyt,128552,slovene,copenhagen,6,1
2280,aflvbrzs,128558,slovene,copenhagen,35,0
2281,aztefusy,128564,spanish,copenhagen,4,1
2282,eltjwrqa,128570,spanish,copenhagen,16,1
2283,wermtivj,128576,spanish,copenhagen,20,0
2284,wrhopxdn,128579,swedish,copenhagen,1,1
2285,thepbniy,128586,swedish,copenhagen,4,0
2286,tgojaqle,128593,swedish,copenhagen,6,1
2287,hqwbzflo,128599,swedish,copenhagen,21,1
2288,ygheriov,128605,swedish,copenhagen,36,1
2289,voawdizx,128606,swedish,copenhagen,37,0
2290,abyoflrt,128607,swedish,copenhagen,39,0
2291,naugilwy,128608,austrian,madrid,3,0
2292,rliwdhcx,128609,austrian,madrid,5,1
2293,hcmojbus,128610,austrian,madrid,16,1
2294,pnurzwtq,128611,austrian,madrid,35,1
2295,hpoflakc,128612,austrian,madrid,39,0
2296,arkgcboh,128613,belgian,madrid,21,1
2297,fecyvoqg,128614,belgian,madrid,36,1
2298,prexvomt,128615,bulgarian,madrid,16,1
2299,laekoqxd,128616,bulgarian,madrid,17,0
2300,gzwrkbac,128617,bulgarian,madrid,18,0
2301,ecklfxir,128618,bulgarian,madrid,39,0
2302,zocshkum,128619,bulgarian,madrid,40,1
2303,tbmfykhg,128620,croatian,madrid,3,1
2304,crnhkyam,128621,croatian,madrid,6,0
2305,seulmxac,128622,croatian,madrid,35,0
2306,rzgihwod,128623,cypriot,madrid,0,0
2307,jvkegpyn,128624,cypriot,madrid,4,0
2308,xulfhcid,128625,cypriot,madrid,18,0
2309,mtbfcvwe,128626,danish,madrid,1,0
2310,clpotedy,128627,danish,madrid,5,0
2311,rfwmsuvh,128628,danish,madrid,6,1
2312,enzwqmpt,128629,danish,madrid,19,0
2313,rhqdlocf,128630,dutch,madrid,35,1
2314,rbskmqua,128631,estonian,madrid,3,1
2315,hifaqerg,128632,estonian,madrid,4,0
2316,kajbsvql,128633,estonian,madrid,35,1
2317,wcsvqyug,128634,estonian,madrid,36,1
2318,genbjiuc,128635,finnish,madrid,3,1
2319,sexvdutm,128636,finnish,madrid,17,0
2320,mavkjylw,128637,finnish,madrid,18,0
2321,gfsyvned,128638,finnish,madrid,20,1
2322,djezvwor,128639,finnish,madrid,34,1
2323,gezumkdq,128640,finnish,madrid,36,1
2324,znwduypc,128641,french,madrid,0,1
2325,ahjupvmc,128642,french,madrid,3,0
2326,bgdypaej,128643,french,madrid,19,0
2327,lrmucwiq,128644,german,madrid,21,1
2328,setyfdbp,128645,german,madrid,39,0
2329,ozgxmabd,128646,greek,madrid,3,1
2330,pwnshybk,128647,greek,madrid,5,1
2331,uxbkweta,128648,greek,madrid,15,0
2332,xsucmjpf,128649,hungarian,madrid,20,1
2333,rhfxmwyn,128650,hungarian,madrid,34,1
2334,tikgdwsp,128651,hungarian,madrid,38,1
2335,zmyrdnvb,128652,hungarian,madrid,40,1
