queryId,hotel_id,price,stock
2481,386,93,41
2481,296,61,40
2481,934,68,41
2481,364,118,94
2481,156,62,39
2481,701,68,41
2481,838,126,96
2481,48,61,89
2481,73,146,135
2481,874,142,137
2481,537,149,134
2481,180,69,39
2481,787,92,72
2481,129,86,76
2481,583,65,37
2481,471,142,132
2481,191,119,94
2481,781,68,38
2481,473,207,188
2481,796,122,95
2481,345,128,73
2481,550,66,88
2481,496,60,133
2481,641,88,74
2481,840,92,78
2481,206,145,143
2481,563,149,130
2481,328,63,40
2481,555,126,92
2481,907,133,96
2481,242,145,144
2481,380,70,38
2481,929,209,195
2481,170,125,94
2481,991,140,124
2481,423,200,204
2481,953,85,83
2481,396,89,80
2481,816,64,36
2481,324,122,100
2481,281,88,75
2481,932,123,77
2481,854,206,193
2481,621,68,39
2481,786,197,183
2481,913,134,86
2481,293,61,79
2481,513,71,39
2481,344,64,42
2481,651,88,76
2481,714,69,39
2481,759,148,140
2481,763,85,82
2481,644,64,87
2481,636,90,94
2481,112,67,36
2481,286,92,74
2481,453,199,194
2481,686,81,42
2481,569,88,78
2481,947,122,90
2481,725,140,131
2481,213,88,74
2481,361,125,90
2481,824,204,185
2481,485,65,38
2481,586,143,139
2481,3,64,39
2481,543,143,139
2481,751,200,201
2481,440,97,78
2481,330,196,187
2481,316,141,130
2481,399,148,134
2481,694,118,38
2481,804,118,90
2481,944,212,187
2481,774,153,130
2481,38,86,38
2481,650,66,41
2481,696,88,75
2481,273,133,92
2481,341,90,70
2481,144,71,42
2481,668,90,76
2481,260,95,96
2481,381,116,75
2481,897,210,187
2481,298,120,101
2481,739,151,134
2481,42,149,130
2481,712,145,136
2481,46,206,181
2481,347,73,39
2481,566,139,151
2481,642,66,41
2481,489,215,182
2481,552,89,78
2481,993,142,143
2481,702,157,134
2481,906,127,96
2481,850,150,129
2481,452,140,153
2481,390,145,132
2481,114,124,94
2481,677,138,134
2481,437,84,45
2481,864,120,100
2481,469,60,80
2481,659,145,140
2481,51,119,94
2481,728,200,189
2481,321,219,188
2481,486,143,136
2481,895,210,199
2481,536,95,78
2481,843,199,190
