queryId,avatar_name,avatar_id,language,city,date,mobile
4081,udiqlmre,202651,danish,vienna,35,0
4082,tobifmku,202652,finnish,amsterdam,21,1
4083,qjodktru,202653,hungarian,sofia,37,0
4084,wrojfztu,202654,polish,vienna,40,1
4085,wrojfztu,202654,polish,vienna,37,1
4086,wrojfztu,202654,polish,vienna,4,1
4087,nfmezycs,202655,bulgarian,madrid,35,0
4088,hedibmlc,202656,romanian,valletta,21,1
4089,hedibmlc,202656,romanian,valletta,17,1
4090,zlhqrwxo,202657,greek,paris,39,0
4091,zlhqrwxo,202657,greek,paris,20,0
4092,mxpjkvob,202659,lithuanian,paris,6,0
4093,fgbzpwqt,202661,hungarian,vienna,37,0
4094,tdfzacmw,202663,czech,madrid,37,0
4095,tdfzacmw,202663,czech,madrid,21,0
4096,wldgzevy,202664,greek,paris,6,0
4097,nzxlgtfc,202665,swedish,paris,6,0
4098,pnklvxfu,202666,romanian,amsterdam,5,1
4099,tuebhswk,202667,slovakian,madrid,36,0
4100,icrbgykh,202668,irish,rome,21,0
4101,cviermhg,202669,swedish,valletta,4,1
4102,laueinty,202670,austrian,vilnius,20,1
4103,laueinty,202670,austrian,vilnius,15,1
4104,idevsfgj,202671,estonian,rome,6,0
4105,drayouxg,202672,hungarian,valletta,15,1
4106,drayouxg,202672,hungarian,valletta,6,1
4107,bkrtgvsy,202673,dutch,madrid,3,0
4108,myonapxh,202675,slovakian,copenhagen,36,0
4109,myonapxh,202675,slovakian,copenhagen,21,0
4110,hduwivfc,202676,danish,valletta,18,1
4111,lsrpqogz,202677,romanian,paris,35,1
4112,brmkfngq,202681,finnish,rome,40,0
4113,byrctaud,202683,irish,copenhagen,38,1
4114,yuhibjnf,202684,finnish,rome,40,0
4115,uiftxwnl,202687,estonian,copenhagen,16,0
4116,dmphgreq,202688,hungarian,copenhagen,39,1
4117,wpdakson,202690,luxembourgish,amsterdam,38,0
4118,jsagrdyh,202693,french,vilnius,3,1
4119,jzvwcgab,202694,maltese,vienna,6,0
4120,jzvwcgab,202694,maltese,vienna,4,0
4121,jzvwcgab,202694,maltese,vienna,3,0
4122,fmrpvlog,202696,lithuanian,sofia,37,1
