queryId,avatar_name,avatar_id,language,city,date,mobile
2126,qsowzmxu,122561,spanish,copenhagen,3,0
2127,gctavsxk,122562,german,vienna,3,1
2128,ydplewrv,122564,romanian,amsterdam,2,1
2129,ihjuafge,122565,maltese,madrid,19,0
2130,cbgfairt,122566,slovene,valletta,6,0
2131,ujoaewmx,122569,finnish,madrid,19,0
2132,lxpurwfy,122570,greek,madrid,6,1
2133,cjzbhxue,122571,hungarian,amsterdam,5,1
2134,zhjdwkpg,122572,swedish,vienna,4,1
2135,vphockjy,122573,estonian,paris,17,0
2136,jvymcurs,122574,luxembourgish,vienna,5,1
2137,vgtahles,122575,belgian,rome,15,1
2138,gefskamz,122576,luxembourgish,rome,4,1
2139,hacbkmvp,122577,finnish,sofia,5,0
2140,pxovtlqw,122578,irish,madrid,17,0
2141,uvpwlbjo,122579,slovakian,copenhagen,4,1
2142,fnepqidb,122580,swedish,madrid,4,1
2143,xsinkjgf,122581,hungarian,madrid,37,1
2144,wgpkizeq,122582,hungarian,amsterdam,39,1
2145,dhxcjnrv,122583,austrian,amsterdam,21,1
2146,uljetswb,122584,polish,madrid,17,0
2147,ptqzikro,122585,dutch,paris,34,0
2148,ptnylmic,122586,hungarian,copenhagen,6,1
2149,hwifuemo,122587,estonian,paris,21,1
