queryId,avatar_name,avatar_id,language,city,date,mobile
2026,eqcmwusv,122444,hungarian,rome,6,1
2027,tbgneuoi,122445,italian,paris,36,1
2028,rpsnwqok,122446,dutch,vienna,37,0
2029,uzibrlvo,122447,estonian,valletta,38,0
2030,yxsrmqao,122449,bulgarian,paris,0,0
2031,jvxuswyh,122452,danish,amsterdam,20,0
2032,oxqvezac,122453,irish,paris,35,0
2033,klezygxc,122454,bulgarian,paris,20,0
2034,vbsonkzc,122455,irish,amsterdam,18,1
2035,fbwdohsl,122456,swedish,valletta,1,1
2036,yshqarmf,122457,maltese,vilnius,34,1
2037,juayhxlo,122458,maltese,madrid,5,1
2038,skgxwqja,122459,austrian,vienna,34,0
2039,ytdgoacx,122461,irish,paris,3,1
2040,yncfdkla,122462,bulgarian,copenhagen,18,0
2041,cnkzepuq,122463,hungarian,vilnius,4,1
2042,bvoeyrkz,122464,slovakian,madrid,16,0
2043,xcuwaprf,122465,romanian,madrid,0,0
2044,lqfadheu,122466,hungarian,rome,3,0
2045,dthownvs,122467,bulgarian,vienna,5,0
2046,gkqeamln,122468,luxembourgish,amsterdam,5,0
2047,kqlpsvdg,122469,slovakian,copenhagen,1,1
2048,jopublkm,122470,slovakian,amsterdam,38,0
2049,zkdlbvxu,122471,slovakian,sofia,3,0
2050,pqmolhit,122472,finnish,copenhagen,5,0
2051,nwbadxfg,122473,greek,amsterdam,18,0
2052,ygtpclaw,122474,belgian,vienna,0,1
2053,ijefzrmg,122475,belgian,amsterdam,37,0
2054,eugrxzas,122476,hungarian,paris,3,1
2055,vporwzaq,122479,cypriot,amsterdam,34,1
2056,mwguyrfz,122480,maltese,amsterdam,5,1
2057,vjpqlfoy,122481,bulgarian,copenhagen,6,0
2058,qngumjkt,122483,swedish,valletta,37,0
2059,lcpvexjb,122484,finnish,vienna,20,0
2060,helysdxm,122485,estonian,paris,20,0
2061,ydmbopth,122486,romanian,copenhagen,0,0
2062,mcdivsta,122487,luxembourgish,vienna,4,0
2063,kunicwal,122488,hungarian,amsterdam,21,0
2064,wxqcbokd,122489,swedish,paris,16,0
2065,ctylekqb,122490,hungarian,paris,36,0
2066,eqptymob,122491,polish,rome,6,0
2067,jlskmnqw,122492,romanian,copenhagen,17,0
2068,savkibyp,122493,hungarian,vienna,2,0
2069,lvwhibkq,122495,danish,paris,18,0
2070,sopqngza,122497,austrian,vienna,39,1
2071,duxkpocj,122498,spanish,rome,38,0
2072,xbykcvap,122499,estonian,copenhagen,5,0
2073,oexmlkwa,122500,hungarian,rome,16,0
2074,zdfujebq,122501,austrian,amsterdam,16,1
2075,vbjauhks,122502,estonian,rome,36,1
