queryId,avatar_name,avatar_id,language,city,date,mobile
2076,jtskbphz,122503,romanian,paris,37,0
2077,ribnpeux,122504,latvian,valletta,3,1
2078,utbhnljc,122505,maltese,rome,20,0
2079,muwfcoyj,122506,swedish,amsterdam,19,1
2080,xkniurwe,122507,romanian,copenhagen,3,0
2081,hqsbvajd,122508,estonian,amsterdam,15,0
2082,japxndwz,122510,slovakian,madrid,5,1
2083,rpvlecbf,122511,greek,rome,18,0
2084,xdnkajui,122512,cypriot,madrid,40,1
2085,mrjhncsq,122513,austrian,paris,5,0
2086,imesgdnk,122514,hungarian,rome,21,1
2087,hzsqpvbe,122515,belgian,amsterdam,16,1
2088,vjfpkxda,122516,maltese,vienna,2,0
2089,ilemojga,122517,hungarian,vienna,1,0
2090,mhfusjny,122518,hungarian,madrid,5,0
2091,jeghqvxr,122519,slovakian,vienna,5,0
2092,mlfdavtb,122521,romanian,rome,3,0
2093,tgxqaijc,122522,swedish,amsterdam,37,1
2094,fihusdor,122523,romanian,amsterdam,21,0
2095,wbsdmqvg,122524,spanish,paris,2,1
2096,szehgpvc,122526,spanish,amsterdam,34,1
2097,lhnocqyz,122527,finnish,paris,3,0
2098,graqpbnx,122528,slovakian,vilnius,4,0
2099,arnybwgc,122529,swedish,copenhagen,1,0
2100,plzeqrhk,122530,romanian,amsterdam,38,1
2101,bzfexria,122532,austrian,copenhagen,37,1
2102,rqpymcvx,122533,slovene,rome,37,1
2103,vxwmaeyg,122534,maltese,vilnius,17,0
2104,fngzyjph,122535,hungarian,sofia,17,1
2105,qjutrpdo,122536,danish,amsterdam,36,0
2106,gebluktw,122537,slovene,amsterdam,39,0
2107,ehvnqajt,122539,hungarian,vilnius,34,1
2108,mtnepxlc,122540,austrian,vienna,21,0
2109,vmzsanur,122541,finnish,amsterdam,5,0
2110,aplcxots,122542,danish,rome,40,1
2111,loydnsix,122543,austrian,valletta,37,1
2112,tiwencdz,122544,finnish,madrid,37,0
2113,obzipqfg,122545,greek,paris,38,0
2114,oegsxkju,122546,finnish,rome,18,1
2115,aznmbyif,122548,hungarian,vilnius,34,0
2116,cwfxodus,122550,hungarian,madrid,3,0
2117,hlokgmsc,122551,hungarian,rome,6,0
2118,jhkfegix,122553,latvian,amsterdam,6,1
2119,kysxmpna,122554,romanian,vilnius,18,1
2120,hlsvqiou,122555,swedish,vilnius,34,0
2121,bxvcaujk,122556,irish,madrid,1,0
2122,cbjrxvao,122557,latvian,copenhagen,21,0
2123,disanqpx,122558,austrian,paris,17,0
2124,blcfhvis,122559,danish,madrid,5,1
2125,rzqbetvp,122560,belgian,paris,0,0
