queryId,avatar_name,avatar_id,language,city,date,mobile
5281,vbxaumjk,239145,bulgarian,vilnius,33,1
5282,vbxaumjk,239145,bulgarian,vilnius,3,1
5283,vbxaumjk,239145,bulgarian,vilnius,2,1
5284,laywkqzt,239146,czech,vilnius,3,1
5285,laywkqzt,239146,czech,vilnius,2,1
5286,certlgdh,239147,dutch,vilnius,42,1
5287,certlgdh,239147,dutch,vilnius,34,1
5288,certlgdh,239147,dutch,vilnius,5,1
5289,certlgdh,239147,dutch,vilnius,2,1
5290,ynkqhsag,239148,german,vilnius,43,1
5291,ynkqhsag,239148,german,vilnius,18,1
5292,ynkqhsag,239148,german,vilnius,9,1
5293,ynkqhsag,239148,german,vilnius,2,1
5294,wkczoqpn,239149,italian,vilnius,30,1
5295,wkczoqpn,239149,italian,vilnius,2,1
5296,zgoypmjl,239150,lithuanian,vilnius,42,1
5297,zgoypmjl,239150,lithuanian,vilnius,13,1
5298,zgoypmjl,239150,lithuanian,vilnius,2,1
5299,orgtvalj,239151,polish,vilnius,37,1
5300,orgtvalj,239151,polish,vilnius,2,1
5301,dgmbwjet,239152,romanian,vilnius,30,1
5302,dgmbwjet,239152,romanian,vilnius,29,1
5303,dgmbwjet,239152,romanian,vilnius,10,1
5304,dgmbwjet,239152,romanian,vilnius,2,1
5305,rskumywv,239153,swedish,vilnius,29,1
5306,rskumywv,239153,swedish,vilnius,23,1
5307,rskumywv,239153,swedish,vilnius,2,1
5308,isazlvge,239154,bulgarian,madrid,27,1
5309,isazlvge,239154,bulgarian,madrid,2,1
5310,qugyrzkm,239155,cypriot,madrid,17,1
5311,qugyrzkm,239155,cypriot,madrid,2,1
5312,ngzwmvky,239156,danish,madrid,28,1
5313,ngzwmvky,239156,danish,madrid,24,1
5314,ngzwmvky,239156,danish,madrid,2,1
5315,kyctesgl,239157,finnish,madrid,40,1
5316,kyctesgl,239157,finnish,madrid,37,1
5317,kyctesgl,239157,finnish,madrid,34,1
5318,kyctesgl,239157,finnish,madrid,2,1
5319,eyhjqmud,239158,hungarian,madrid,4,1
5320,eyhjqmud,239158,hungarian,madrid,2,1
5321,xhfpbutl,239159,italian,madrid,15,1
5322,xhfpbutl,239159,italian,madrid,2,1
5323,qvgizrft,239160,lithuanian,madrid,43,1
5324,qvgizrft,239160,lithuanian,madrid,35,1
5325,qvgizrft,239160,lithuanian,madrid,24,1
5326,qvgizrft,239160,lithuanian,madrid,23,1
5327,qvgizrft,239160,lithuanian,madrid,2,1
5328,osjqxmhl,239161,romanian,madrid,16,1
5329,osjqxmhl,239161,romanian,madrid,15,1
5330,osjqxmhl,239161,romanian,madrid,2,1
5331,owziyrlk,239162,spanish,madrid,27,1
5332,owziyrlk,239162,spanish,madrid,2,1
5333,dnoktxpr,239163,austrian,paris,44,0
5334,dnoktxpr,239163,austrian,paris,31,0
5335,dnoktxpr,239163,austrian,paris,21,0
5336,uopcqnla,239164,greek,paris,19,1
5337,uopcqnla,239164,greek,paris,16,1
