queryId,hotel_id,price,stock
4981,114,124,51
4981,328,66,24
4981,651,88,45
4981,496,60,74
4981,563,162,64
4981,586,143,89
4981,769,75,24
4981,739,165,70
4981,390,151,70
4981,641,96,42
4981,763,89,48
4981,321,229,107
4981,947,127,56
4981,374,96,45
4981,668,90,44
4981,804,129,48
4981,386,93,25
4981,129,94,40
4981,913,146,46
4981,850,157,79
4981,677,151,76
4981,671,132,55
4981,170,125,65
4981,364,134,46
4981,864,126,54
4981,796,122,59
4981,298,126,53
4981,787,104,40
4981,786,214,103
4981,991,153,71
4981,361,130,47
4981,347,73,24
4981,536,95,51
4981,38,92,23
4981,838,137,49
4981,728,210,84
4981,701,68,29
4981,907,133,58
4981,206,151,82
4981,345,128,32
4981,566,139,116
4981,552,89,51
4981,396,93,46
4981,751,200,122
4981,854,223,103
4981,696,90,43
4981,489,234,97
4981,293,61,47
4981,228,128,27
4981,3,64,24
4981,330,213,104
4981,906,133,49
4981,452,140,92
4981,242,145,82
4981,934,70,27
4981,316,148,85
4981,156,62,22
4981,816,67,19
4981,550,66,53
4981,843,217,109
4981,341,98,36
4981,840,101,40
4981,642,66,31
4981,281,96,39
4981,486,157,66
4981,759,148,90
4981,725,146,65
4981,344,64,31
4981,694,124,23
4981,213,92,38
4981,440,101,42
4981,644,66,31
4981,636,92,54
4981,437,86,26
4981,773,65,19
4981,874,149,80
4981,473,215,103
4981,686,81,25
4981,543,143,84
4981,73,159,71
4981,42,149,81
4981,423,210,105
4981,453,217,102
4981,583,69,21
4981,48,61,60
4981,932,123,46
4981,471,149,85
4981,824,213,107
4981,178,213,133
4981,286,101,39
4981,714,70,19
4981,324,139,51
4981,112,70,22
4981,944,230,99
4981,380,71,22
4981,180,70,22
4981,712,145,92
4981,856,70,17
4981,621,71,22
4981,569,92,42
4981,774,153,78
4981,273,133,54
4981,929,226,106
4981,191,125,49
4981,232,72,22
4981,537,149,84
4981,260,95,58
4981,46,232,102
4981,659,151,84
4981,144,71,29
4981,513,71,25
4981,681,134,50
4981,953,89,45
4981,485,65,24
4981,296,61,26
4981,555,132,50
4981,151,222,113
4981,895,210,118
4981,469,60,50
4981,139,72,22
4981,51,125,52
4981,381,127,44
4981,781,68,17
4981,399,154,69
4981,650,69,23
4981,702,157,77
4981,993,155,74
4981,897,210,108
4982,114,139,1
4982,151,287,2
4982,947,143,1
4982,850,260,1
4982,537,167,1
4982,380,72,0
4982,471,137,23
4982,129,110,0
4982,228,128,0
4982,621,72,0
4982,993,246,1
4982,694,140,0
4982,644,66,0
4982,913,157,1
4982,298,154,0
4982,345,128,0
4982,874,259,1
4982,73,265,1
4982,469,80,0
4982,586,260,0
4982,934,72,0
4982,929,362,1
4982,725,178,0
4982,751,234,1
4982,170,153,0
4982,759,237,1
4982,642,73,0
4982,144,75,0
4982,191,153,0
4982,769,75,0
4982,563,181,0
4982,804,151,0
4982,316,179,0
4982,907,133,0
4982,296,66,0
4982,773,73,4
4982,281,152,0
4982,641,152,0
4982,816,72,4
4982,897,364,1
4982,824,324,1
4982,473,262,0
4982,566,201,1
4982,206,165,6
4982,453,362,1
4982,396,125,0
4982,452,255,1
4982,330,355,1
4982,991,164,1
4982,906,133,0
4982,347,75,0
4982,213,92,0
4982,696,92,0
4982,386,98,0
4982,843,362,1
4982,437,94,0
4982,364,157,0
4982,714,70,0
4982,856,70,0
4982,180,70,0
4982,864,141,1
4982,273,133,0
4982,550,74,0
4982,139,72,0
4982,242,262,1
4982,569,152,0
4982,42,239,1
4982,51,153,0
4982,651,99,1
4982,156,68,0
4982,48,67,0
4982,496,71,1
4982,854,357,1
4982,381,127,0
4982,686,108,0
4982,536,117,0
4982,659,250,1
4982,728,255,0
4982,38,92,0
4982,774,235,1
4982,781,68,0
4982,543,241,1
4982,390,184,0
4982,838,154,0
4982,232,72,0
4982,328,68,0
4982,668,110,0
4982,763,114,0
4982,361,153,0
4982,260,99,0
4982,650,71,0
4982,796,150,0
4982,112,72,0
4982,786,357,1
4982,895,291,1
4982,555,154,0
4982,932,128,0
4982,486,168,1
4982,677,250,1
4982,671,132,0
4982,3,67,0
4982,583,69,0
4982,293,67,0
4982,636,92,0
4982,178,343,1
4982,485,80,0
4982,712,262,1
4982,944,258,0
4982,701,62,3
4982,374,96,0
4982,324,156,0
4982,840,93,8
4982,953,147,0
4982,341,105,1
4982,286,108,3
4982,681,157,0
4982,739,262,1
4982,344,61,3
4982,513,73,0
4982,552,91,0
4983,130,173,148
4983,612,170,155
4983,115,102,90
4983,259,103,80
4983,248,172,153
4983,756,175,149
4983,27,239,215
4983,998,184,149
4983,735,102,86
4983,631,80,43
4983,132,246,219
4983,492,110,88
4983,49,154,109
4983,841,78,93
4983,866,251,225
4983,162,246,206
4983,582,179,153
4983,56,175,149
4983,564,92,42
4983,782,265,216
4983,825,147,110
4983,708,147,102
4983,577,147,104
4983,823,179,148
4983,599,103,91
4983,159,173,161
4983,69,252,236
4983,95,250,226
4983,339,173,155
4983,863,251,233
4983,640,152,107
4983,858,173,150
4983,684,77,42
4983,767,147,102
4983,314,107,86
4983,421,114,87
4983,558,80,42
4983,257,147,104
4983,842,266,202
4983,24,243,233
4983,0,172,151
4983,207,154,108
4983,225,150,104
4983,290,157,100
4983,837,241,225
4983,540,262,220
4983,663,149,112
4983,199,171,151
4983,94,250,239
4983,182,152,114
4983,415,116,83
4983,741,149,107
4983,617,258,207
4983,851,82,90
4983,28,109,86
4983,808,241,211
4983,526,254,224
4983,188,85,46
4983,942,172,150
4983,903,85,88
4983,379,250,218
4983,17,81,47
4983,885,157,104
4983,970,240,211
4983,584,254,229
4983,723,75,44
4983,949,247,215
4983,392,149,104
4983,937,176,153
4983,306,179,145
4983,176,86,42
4983,645,144,111
4983,192,111,44
4983,229,173,153
4983,734,111,86
4983,299,101,110
4983,980,104,88
4983,656,106,89
4983,573,264,213
4983,911,112,94
4983,447,106,86
4983,412,265,217
4983,41,106,84
4983,817,179,149
4983,912,150,109
4983,65,147,114
4983,323,246,222
4983,986,184,150
4983,308,176,149
4983,254,150,109
4983,342,113,46
4983,71,264,213
4983,700,177,164
4983,748,175,159
4983,150,170,150
4983,327,185,150
4983,436,246,232
4983,910,81,44
4983,595,147,114
4983,580,111,84
4983,534,251,231
4983,274,150,113
4983,331,77,88
4983,522,108,88
4983,571,251,220
4983,926,164,153
4983,576,185,146
4983,634,82,44
4983,975,153,104
4983,165,147,112
4983,882,173,147
4983,419,106,91
4983,560,146,108
4983,579,77,45
4983,797,114,88
4983,705,117,86
4983,29,182,153
4983,738,112,90
4983,614,81,44
4983,216,176,156
4983,736,184,149
4983,742,236,217
4983,884,175,155
4983,123,106,86
4983,795,152,108
4983,21,78,45
4983,338,179,148
4983,119,173,158
4983,397,265,218
4983,790,250,213
4983,357,154,106
4983,889,150,106
4983,62,76,44
4983,853,147,110
4983,602,106,46
4983,792,78,110
4983,776,156,110
4983,946,177,153
4983,121,78,45
4983,467,243,214
4983,868,170,157
4983,14,150,88
4983,972,75,41
4983,731,154,106
4983,222,250,215
4983,785,177,153
4983,148,104,84
4983,827,81,43
4983,722,145,108
4983,803,261,212
4983,133,144,108
4983,948,176,148
4983,477,77,113
4983,227,77,44
4983,66,138,111
4983,359,111,86
4983,629,80,85
4983,963,106,85
4984,449,181,83
4984,274,157,56
4984,573,297,122
4984,133,158,54
4984,229,173,79
4984,792,82,52
4984,734,121,47
4984,41,111,44
4984,841,78,53
4984,392,162,68
4984,176,86,12
4984,599,103,62
4984,748,175,104
4984,735,111,44
4984,522,113,49
4984,579,79,28
4984,722,158,55
4984,509,89,20
4984,397,265,114
4984,238,156,62
4984,963,111,54
4984,49,157,75
4984,992,82,24
4984,299,113,54
4984,474,149,56
4984,795,165,57
4984,602,108,28
4984,884,182,83
4984,159,181,80
4984,339,197,78
