queryId,avatar_name,avatar_id,language,city,date,mobile
4818,srtufjew,238992,bulgarian,copenhagen,44,1
4819,srtufjew,238992,bulgarian,copenhagen,0,1
4820,tfewxahp,238993,maltese,amsterdam,39,1
4821,tfewxahp,238993,maltese,amsterdam,8,1
4822,cnksuatf,238994,italian,valletta,32,1
4823,cnksuatf,238994,italian,valletta,0,1
4824,cjpvfyae,238995,luxembourgish,vilnius,34,1
4825,cjpvfyae,238995,luxembourgish,vilnius,28,1
4826,cjpvfyae,238995,luxembourgish,vilnius,16,1
4827,cjpvfyae,238995,luxembourgish,vilnius,15,1
4828,cjpvfyae,238995,luxembourgish,vilnius,14,1
4829,cjpvfyae,238995,luxembourgish,vilnius,2,1
4830,qecdlhst,238996,danish,copenhagen,20,0
4831,qecdlhst,238996,danish,copenhagen,18,0
4832,qecdlhst,238996,danish,copenhagen,12,0
4833,bzsurnjo,238997,romanian,vilnius,33,0
4834,bzsurnjo,238997,romanian,vilnius,1,0
4835,cqhywugt,238998,polish,amsterdam,18,1
4836,cqhywugt,238998,polish,amsterdam,16,1
4837,cqhywugt,238998,polish,amsterdam,0,1
4838,xjkgnpmh,238999,estonian,vienna,43,1
4839,xjkgnpmh,238999,estonian,vienna,27,1
4840,xjkgnpmh,238999,estonian,vienna,0,1
4841,zmoabdtf,239000,irish,amsterdam,43,0
4842,zmoabdtf,239000,irish,amsterdam,35,0
4843,zmoabdtf,239000,irish,amsterdam,33,0
4844,zmoabdtf,239000,irish,amsterdam,31,0
4845,zmoabdtf,239000,irish,amsterdam,20,0
4846,zmoabdtf,239000,irish,amsterdam,16,0
4847,xhqpfdov,239001,cypriot,vienna,12,1
4848,xhqpfdov,239001,cypriot,vienna,8,1
4849,mwbhqaci,239002,danish,paris,41,0
4850,mwbhqaci,239002,danish,paris,8,0
4851,mrcubpvq,239003,french,sofia,41,1
4852,mrcubpvq,239003,french,sofia,0,1
4853,wdktempo,239004,finnish,rome,29,0
4854,wdktempo,239004,finnish,rome,23,0
4855,wdktempo,239004,finnish,rome,1,0
4856,adetjrgc,239005,polish,vilnius,6,0
4857,adetjrgc,239005,polish,vilnius,2,0
4858,xuozpyds,239006,belgian,amsterdam,28,0
4859,xuozpyds,239006,belgian,amsterdam,19,0
4860,xuozpyds,239006,belgian,amsterdam,0,0
4861,zvfyrbus,239007,italian,madrid,40,0
4862,zvfyrbus,239007,italian,madrid,27,0
4863,zvfyrbus,239007,italian,madrid,15,0
4864,zvfyrbus,239007,italian,madrid,0,0
4865,hcanwpbe,239008,romanian,rome,8,1
4866,hcanwpbe,239008,romanian,rome,4,1
4867,hcanwpbe,239008,romanian,rome,2,1
4868,wjaebmyx,239009,hungarian,vienna,39,0
4869,wjaebmyx,239009,hungarian,vienna,28,0
4870,wjaebmyx,239009,hungarian,vienna,9,0
4871,wjaebmyx,239009,hungarian,vienna,4,0
4872,pgefcozy,239010,italian,vilnius,27,0
4873,pgefcozy,239010,italian,vilnius,26,0
4874,pgefcozy,239010,italian,vilnius,25,0
4875,pgefcozy,239010,italian,vilnius,1,0
4876,wtnrcdsv,239011,cypriot,paris,39,0
4877,wtnrcdsv,239011,cypriot,paris,23,0
4878,wtnrcdsv,239011,cypriot,paris,14,0
4879,wtnrcdsv,239011,cypriot,paris,13,0
4880,wtnrcdsv,239011,cypriot,paris,2,0
