queryId,hotel_id,price,stock
0,929,377,1
0,178,357,1
0,191,159,0
0,681,163,0
0,759,247,1
0,286,113,3
0,769,79,0
0,361,159,0
0,751,244,1
0,38,96,0
0,874,269,1
0,298,160,0
0,452,265,1
0,947,149,1
0,816,75,4
0,550,77,0
0,316,187,0
0,991,171,1
0,856,72,0
0,381,132,0
0,773,76,4
0,139,75,0
0,345,133,0
0,112,75,0
0,555,160,0
0,906,139,0
0,151,299,2
0,273,139,0
0,644,69,0
0,636,96,0
0,763,118,0
0,774,245,1
0,347,79,0
0,328,70,0
0,786,372,1
0,73,276,1
0,213,96,0
0,330,370,1
0,843,377,1
0,569,158,0
0,854,372,1
0,566,209,1
0,552,95,0
0,471,143,23
0,129,114,0
0,42,249,1
0,701,65,3
0,671,138,0
0,537,174,1
0,380,75,0
0,543,251,1
0,953,153,0
0,390,192,0
0,913,163,1
0,641,158,0
0,804,157,0
0,453,377,1
0,374,100,0
0,156,71,0
0,364,163,0
0,907,139,0
0,3,70,0
0,180,72,0
0,739,273,1
0,586,271,0
0,228,133,0
0,386,102,0
0,621,75,0
0,651,103,1
0,796,156,0
0,934,75,0
0,144,79,0
0,281,158,0
0,824,338,1
0,293,70,0
0,114,145,1
0,668,114,0
0,850,271,1
0,486,175,1
0,536,121,0
0,473,273,0
0,993,256,1
0,696,96,0
0,496,74,1
0,48,70,0
0,513,76,0
0,897,379,1
0,838,160,0
0,840,97,8
0,344,64,3
0,437,98,0
0,296,69,0
0,51,159,0
0,728,265,0
0,650,74,0
0,677,260,1
0,341,110,1
0,583,71,0
0,944,268,0
0,781,70,0
0,260,103,0
0,725,186,0
0,324,162,0
0,469,83,0
0,642,76,0
0,170,159,0
0,694,146,0
0,712,273,1
0,895,303,1
0,864,147,1
0,232,75,0
0,563,189,0
0,686,112,0
0,932,133,0
0,485,83,0
0,396,131,0
0,206,171,6
0,714,72,0
0,242,273,1
0,659,260,1
1,59,118,0
1,5,162,17
1,813,120,0
1,420,60,0
1,136,114,8
1,355,89,2
1,362,102,10
1,89,103,8
1,183,188,13
1,687,140,12
1,502,104,10
1,568,87,16
1,84,252,23
1,794,213,21
1,204,62,4
1,215,85,8
1,593,60,19
1,104,60,25
1,589,64,0
1,217,133,24
1,974,141,12
1,623,189,23
1,819,127,27
1,879,120,16
1,177,162,0
1,74,120,8
1,956,100,4
1,72,60,2
1,221,59,5
1,340,84,4
1,758,63,13
1,125,58,7
1,950,84,0
1,648,64,0
1,408,140,12
1,607,140,0
1,765,62,14
1,533,184,10
1,678,88,4
1,19,59,4
1,18,66,5
1,155,117,5
1,47,161,16
1,957,66,0
1,887,137,12
1,605,180,10
1,187,167,10
1,881,190,10
1,955,77,3
1,503,237,12
1,896,60,0
1,520,89,5
1,240,196,13
1,432,163,10
1,632,89,1
1,498,118,5
1,189,117,12
1,197,118,0
1,448,133,12
1,76,62,0
1,654,184,9
1,161,121,16
1,914,61,0
1,247,179,17
1,320,119,0
1,198,140,10
1,461,60,0
1,954,141,10
1,667,136,7
1,490,142,10
1,356,83,0
1,620,185,8
1,406,59,2
1,820,179,10
1,279,71,5
1,288,120,0
1,40,118,0
1,394,72,4
1,670,84,0
1,551,63,10
1,976,87,0
1,451,116,0
1,545,142,0
1,935,78,3
1,61,202,27
1,740,141,12
1,294,64,0
1,409,104,6
1,80,253,16
1,464,84,0
1,479,162,8
1,118,105,10
1,516,261,17
2,683,92,0
2,203,125,0
2,764,69,0
2,968,182,1
2,601,108,0
2,145,106,1
2,262,105,0
2,137,48,0
2,815,256,1
2,201,100,2
2,578,123,12
2,353,46,11
2,852,50,0
2,4,46,0
2,862,81,0
2,984,64,0
2,871,91,0
2,553,104,0
2,141,92,0
2,25,248,1
2,416,107,0
2,272,51,0
2,590,90,0
2,208,68,0
2,302,64,0
2,544,68,0
2,649,205,1
2,383,47,0
2,270,125,2
2,542,68,0
2,109,106,1
2,597,259,1
2,190,58,0
2,802,88,0
2,304,93,6
2,899,105,1
2,637,67,0
2,287,238,1
2,181,108,0
2,608,108,2
2,13,63,0
2,574,67,0
2,814,246,1
2,472,48,0
2,143,86,1
2,665,72,7
2,883,171,1
2,44,58,0
2,554,48,0
2,923,57,0
2,337,105,0
2,107,50,0
3,847,91,114
3,131,144,196
3,888,195,279
3,186,121,140
3,31,89,111
3,427,143,192
3,822,142,195
3,102,199,278
3,39,89,112
3,444,87,112
3,388,119,139
3,297,198,280
3,982,143,198
3,393,120,140
3,747,143,195
3,277,195,281
3,233,121,138
3,606,196,278
3,768,207,278
3,265,198,280
3,525,87,113
3,673,139,193
3,127,66,112
3,276,66,56
3,500,64,138
3,205,84,57
3,75,90,112
3,7,89,56
3,398,62,56
3,384,145,195
3,538,117,113
3,609,141,196
3,241,119,140
3,439,88,110
3,780,197,280
3,154,200,278
3,454,92,113
3,901,202,276
3,915,62,56
3,108,90,56
3,561,65,56
3,633,120,140
3,800,88,56
3,54,85,140
3,138,65,56
3,261,90,112
3,458,67,113
3,67,207,281
3,615,88,110
3,351,85,57
3,845,197,281
3,97,199,283
3,120,123,138
3,483,89,55
3,600,61,56
3,886,91,111
3,729,202,279
3,468,63,56
3,798,199,280
3,789,62,56
3,939,138,192
3,941,64,56
3,252,143,195
3,93,197,280
3,904,91,111
3,499,139,195
3,79,92,112
3,717,204,275
3,149,144,194
3,828,119,57
3,135,197,278
3,527,119,139
3,175,89,112
3,478,90,112
3,312,89,139
3,997,118,139
3,284,120,141
3,235,121,140
3,966,65,56
3,964,120,140
3,2,87,194
3,873,205,283
3,733,91,112
3,936,120,138
3,313,65,55
3,147,141,196
3,322,86,56
3,737,144,196
3,791,90,113
3,418,121,140
3,411,88,56
3,870,67,56
3,413,196,282
3,185,119,140
3,710,91,111
3,618,89,112
3,575,87,111
3,378,120,138
3,333,85,111
3,689,84,112
3,495,207,279
3,836,142,195
3,619,117,112
3,860,119,140
3,697,120,138
3,909,63,56
3,310,62,138
3,414,62,111
3,721,65,111
3,857,89,112
3,20,67,56
3,258,142,195
3,370,64,56
3,285,86,55
3,164,118,142
3,126,86,112
3,246,204,282
3,174,141,197
4,87,163,161
4,943,177,146
4,890,76,42
4,168,235,216
4,372,95,85
4,63,141,106
4,8,103,89
4,652,99,90
4,920,98,85
4,456,136,112
4,549,100,46
4,801,168,146
4,268,102,90
4,662,160,153
4,810,102,90
4,263,106,90
4,784,100,86
4,336,108,82
4,839,169,156
4,245,135,47
4,704,102,44
4,610,74,44
4,927,162,152
4,266,78,43
4,250,226,215
4,530,99,46
4,226,101,87
4,457,139,42
4,875,100,43
4,255,168,153
4,646,102,84
4,996,100,92
4,98,145,109
4,713,168,150
4,64,81,87
4,928,80,45
4,343,78,45
4,26,162,151
4,15,250,214
4,184,236,213
4,195,139,44
4,219,160,148
4,877,79,43
4,661,100,87
4,33,131,113
